IfCS,Phrase,Correct,Probablity,Attention,Distance
0,#NAME?,,0.5152586698532104,"0.0585, 0.2354, 0.2354, 0.2354, 0.2354",0.9473591595888138
0,rnyi information dimension,,0.6868551969528198,"0.1898, 0.0691, 0.2487, 0.2462, 0.2462",0.6993487775325775
0,symmetric linear programming problems,,1.0524784326553345,"0.2486, 0.2403, 0.1369, 0.1265, 0.2478",0.874415785074234
0,data flows,,0.7051477432250977,"0.0801, 0.1846, 0.2451, 0.2451, 0.2451",0.7695887982845306
0,asr  computer speech recognition,,0.5034477114677429,"0.2434, 0.2498, 0.2412, 0.2268, 0.0388",0.6445648968219757
0,place matrix transposition,,0.5727682709693909,"0.0528, 0.2272, 0.2304, 0.2449, 0.2449",0.992016801610589
0,gap analysis,,0.9847385287284851,"0.0618, 0.1961, 0.2474, 0.2474, 0.2474",0.7578229755163193
0,matlab function symmmd,,0.6645829677581787,"0.2290, 0.1410, 0.1314, 0.2492, 0.2492",0.9086882993578911
0,simple echo state networks,,0.6451882123947144,"0.2192, 0.2027, 0.2158, 0.1134, 0.2488",0.7749404162168503
0,sum signals,,0.830876886844635,"0.1981, 0.0683, 0.2445, 0.2445, 0.2445",0.8232399374246597
0,output relations,,0.584705114364624,"0.0872, 0.1971, 0.2386, 0.2386, 0.2386",0.7749826312065125
0,anchor modeling,,0.5503517389297485,"0.2183, 0.0715, 0.2367, 0.2367, 0.2367",0.8650556355714798
0,analytic number theory,,0.9058780670166016,"0.1071, 0.2251, 0.1735, 0.2472, 0.2472",0.825133204460144
0,metamathematics unit,,0.7986709475517273,"0.0842, 0.2320, 0.2280, 0.2280, 0.2280",0.7458565831184387
0,smb  server message block,,0.9601936340332031,"0.2077, 0.2495, 0.1619, 0.1336, 0.2473",0.9184997379779816
0,topological zeta functions,,0.5854053497314453,"0.2480, 0.2261, 0.0333, 0.2463, 0.2463",0.9732813909649849
0,opinion mining,,0.5819472074508667,"0.1491, 0.1225, 0.2428, 0.2428, 0.2428",0.7904307991266251
0,portfolio selection,,0.5052651762962341,"0.1664, 0.1326, 0.2337, 0.2337, 0.2337",0.8725095838308334
0,image search,,0.7198861837387085,"0.2153, 0.0395, 0.2484, 0.2484, 0.2484",0.8441433608531952
0,ip address allocation hierarchy,,0.8153178691864014,"0.1901, 0.1572, 0.1814, 0.2257, 0.2457",0.9041714295744896
0,matrix splitting,,0.7750870585441589,"0.1639, 0.1471, 0.2297, 0.2297, 0.2297",0.993305659852922
0,monitoring brain function,,0.5179734230041504,"0.2014, 0.1502, 0.1504, 0.2490, 0.2490",0.7495815455913544
0,order execution microprocessors,,0.620335578918457,"0.1749, 0.1510, 0.1818, 0.2462, 0.2462",0.6577591300010681
0,static  pure spatial patterns,,0.6105542182922363,"0.2328, 0.2424, 0.1673, 0.2314, 0.1261",0.9086146205663681
0,switching circuit theory,,0.6379654407501221,"0.1655, 0.2163, 0.1375, 0.2404, 0.2404",0.6274336278438568
0,representation curve,,0.6910479068756104,"0.1818, 0.1484, 0.2233, 0.2233, 0.2233",0.8712989538908005
0,relative computability,,0.5081914067268372,"0.1611, 0.1477, 0.2304, 0.2304, 0.2304",0.5609012544155121
0,malicious site,,0.7062402963638306,"0.1846, 0.0711, 0.2481, 0.2481, 0.2481",0.7842087000608444
0,tech mining,,0.5456029176712036,"0.1608, 0.0948, 0.2481, 0.2481, 0.2481",0.5182087421417236
0,time algorithm specialization,,0.7196445465087891,"0.2326, 0.1015, 0.1745, 0.2457, 0.2457",0.7330658435821533
0,reference model,,0.554106593132019,"0.1476, 0.1124, 0.2467, 0.2467, 0.2467",0.7779439091682434
0,planar graphbased,,0.7048467397689819,"0.2091, 0.0661, 0.2416, 0.2416, 0.2416",0.7839168906211853
0,norm iec 61131,,0.5361140966415405,"0.2408, 0.1994, 0.0697, 0.2450, 0.2450",0.8107148855924606
0,relational mapping,,0.7418345212936401,"0.1277, 0.1445, 0.2426, 0.2426, 0.2426",0.8017468601465225
0,quantized signals,,0.7698637843132019,"0.2406, 0.0332, 0.2421, 0.2421, 0.2421",0.9052282571792603
0,predictable output,,0.5779953598976135,"0.1817, 0.0838, 0.2448, 0.2448, 0.2448",0.7383497655391693
0,scalable version,,0.5525226593017578,"0.2232, 0.0635, 0.2378, 0.2378, 0.2378",0.6888779103755951
0,efficient matlab,,0.5215795636177063,"0.2183, 0.0964, 0.2284, 0.2284, 0.2284",0.8062275499105453
0,time path,,0.5038729906082153,"0.1783, 0.1789, 0.2143, 0.2143, 0.2143",0.905339278280735
0,node link,,0.7805493474006653,"0.2130, 0.0995, 0.2292, 0.2292, 0.2292",0.9805170968174934
0,generating software pipelined loops,,0.6574711799621582,"0.1877, 0.0919, 0.2313, 0.2394, 0.2498",0.8144911527633667
0,realistic mathematical models,,0.7167226672172546,"0.2435, 0.2342, 0.0314, 0.2454, 0.2454",0.7719544619321823
0,large deep generative models,,0.8203846216201782,"0.2458, 0.2265, 0.1836, 0.1088, 0.2352",0.7566868960857391
0,based learning algorithms,,0.6799226999282837,"0.2295, 0.1122, 0.1586, 0.2499, 0.2499",0.7325437366962433
0,theorem  computer science,,0.5769413113594055,"0.2274, 0.2477, 0.1320, 0.1451, 0.2477",0.3522565960884094
0,congestion avoidance,,0.5773614645004272,"0.1684, 0.1143, 0.2391, 0.2391, 0.2391",0.8977960050106049
0,formal logic,,0.6409199237823486,"0.1861, 0.0910, 0.2410, 0.2410, 0.2410",0.7874695658683777
0,observation function,,0.6827867031097412,"0.1673, 0.0965, 0.2454, 0.2454, 0.2454",0.7403550446033478
0,trace distance,,0.8608497381210327,"0.0720, 0.2431, 0.2283, 0.2283, 0.2283",0.8973775207996368
0,linear programming algorithm finds,,0.6458415985107422,"0.2496, 0.2467, 0.2339, 0.0198, 0.2500",0.7557253837585449
0,inverse direction,,0.5604262948036194,"0.1816, 0.1437, 0.2249, 0.2249, 0.2249",0.9709144253283739
0,flow diagrams,,0.5017290711402893,"0.1790, 0.1387, 0.2274, 0.2274, 0.2274",0.7459657788276672
0,model pseudo,,0.6899888515472412,"0.1418, 0.1199, 0.2461, 0.2461, 0.2461",0.8264893293380737
0,choke openings,,0.7334889769554138,"0.1490, 0.1503, 0.2336, 0.2336, 0.2336",0.9326448142528534
0,minimum acceptable signal,,0.5688274502754211,"0.2371, 0.1788, 0.1209, 0.2316, 0.2316",0.8928035423159599
0,deterministic problems,,0.5072593092918396,"0.1909, 0.1052, 0.2346, 0.2346, 0.2346",0.7708833515644073
0,flow analysis,,0.5903192758560181,"0.1958, 0.0642, 0.2467, 0.2467, 0.2467",0.7856101393699646
0,principal component analysis  eckartyoung theorem,,0.5434015989303589,"0.2278, 0.1908, 0.1113, 0.2477, 0.2225",0.7661792635917664
0,hardware register,,0.532318651676178,"0.1627, 0.1367, 0.2335, 0.2335, 0.2335",0.6458643972873688
0,probabilistic roadmap methods,,0.5433554649353027,"0.2385, 0.2276, 0.0435, 0.2452, 0.2452",0.8631137758493423
0,dynamical systems theory,,0.9112293720245361,"0.2462, 0.1615, 0.1019, 0.2452, 0.2452",0.7814444601535797
0,unanticipated arithmetic overflow,,0.6157549619674683,"0.1886, 0.2019, 0.1235, 0.2430, 0.2430",0.8719181418418884
0,memory location,,0.7021766304969788,"0.1863, 0.1010, 0.2375, 0.2375, 0.2375",0.6551161408424377
0,fuzzy system independently,,0.6919883489608765,"0.1792, 0.1500, 0.1756, 0.2476, 0.2476",0.7333740293979645
0,quantum measurement theory,,0.5398222804069519,"0.2347, 0.1875, 0.1244, 0.2267, 0.2267",0.7679389864206314
0,smaller bit width,,0.7014011144638062,"0.1875, 0.1040, 0.2481, 0.2302, 0.2302",0.8522002547979355
0,linear discriminant,,1.0836373567581177,"0.1748, 0.1163, 0.2363, 0.2363, 0.2363",0.8285072147846222
0,parsimonious reduction,,0.5303593873977661,"0.1109, 0.2051, 0.2280, 0.2280, 0.2280",0.8499144017696381
0,universal model,,0.759507417678833,"0.2286, 0.0526, 0.2396, 0.2396, 0.2396",0.7885207086801529
0,parameter tractability,,0.530451238155365,"0.1623, 0.1560, 0.2272, 0.2272, 0.2272",0.8749711960554123
0,manual symmetric encryption technique,,0.5077725052833557,"0.2018, 0.2444, 0.1953, 0.1168, 0.2418",0.8676598519086838
0,idealized model,,0.5460169315338135,"0.1883, 0.0834, 0.2428, 0.2428, 0.2428",0.7967974841594696
0,negative matrix approximation,,0.5308073163032532,"0.0334, 0.2356, 0.2385, 0.2462, 0.2462",0.9803353920578957
0,control flowthere,,0.5359553694725037,"0.1744, 0.1319, 0.2312, 0.2312, 0.2312",0.8830349072813988
0,symmetric boolean function,,0.9157404899597168,"0.2464, 0.1743, 0.0872, 0.2460, 0.2460",0.9761870540678501
0,global search properties,,0.6437119245529175,"0.2295, 0.0453, 0.2361, 0.2445, 0.2445",0.8230299204587936
0,simple competitive learning algorithm,,0.5512205958366394,"0.2448, 0.2393, 0.1106, 0.1556, 0.2498",0.7519579380750656
0,mathematical systems theory,,0.5812641382217407,"0.2409, 0.1450, 0.1214, 0.2463, 0.2463",0.7199061810970306
0,combinatorial optimization,,0.8503451347351074,"0.1680, 0.1296, 0.2342, 0.2342, 0.2342",0.7854668200016022
0,universal traversal sequence,,0.6259582042694092,"0.2312, 0.2043, 0.0874, 0.2385, 0.2385",0.8667464107275009
0,galaxies  numerical linear algebra,,0.7201447486877441,"0.2079, 0.2110, 0.2378, 0.1828, 0.1606",0.8936264961957932
0,seamless transaction,,0.7534242272377014,"0.2139, 0.0582, 0.2427, 0.2427, 0.2427",0.7785048484802246
0,cannot compute,,0.5813413262367249,"0.2057, 0.0649, 0.2431, 0.2431, 0.2431",0.7710176557302475
0,time markov process,,0.8785032033920288,"0.2398, 0.2316, 0.0318, 0.2484, 0.2484",0.8108991384506226
0,redundant functional units,,0.5241683125495911,"0.1335, 0.1534, 0.2491, 0.2320, 0.2320",0.880300298333168
0,relay logic  fluidic logic,,0.6770695447921753,"0.2486, 0.2036, 0.2482, 0.2201, 0.0795",0.7152571678161621
0,content delivery network,,0.7253724932670593,"0.1762, 0.1664, 0.1608, 0.2483, 0.2483",0.7158538401126862
0,denotational semantics,,0.7104346752166748,"0.2330, 0.0307, 0.2454, 0.2454, 0.2454",0.7974472045898438
0,recursively subdividing,,0.5382101535797119,"0.2088, 0.1292, 0.2207, 0.2207, 0.2207",0.8598319888114929
0,communication protocol,,0.6938495635986328,"0.1634, 0.1246, 0.2373, 0.2373, 0.2373",0.7266082763671875
0,program order,,0.66999351978302,"0.0904, 0.1677, 0.2473, 0.2473, 0.2473",0.7475931346416473
0,symmetric functions,,0.6167522668838501,"0.2434, 0.0676, 0.2297, 0.2297, 0.2297",0.9722583387047052
0,logic gates,,0.9554113745689392,"0.0947, 0.1762, 0.2430, 0.2430, 0.2430",0.6848008930683136
0,shift spaces,,0.5093641877174377,"0.1141, 0.1893, 0.2322, 0.2322, 0.2322",0.9550461657345295
0,permit direct memory access,,0.557116687297821,"0.2466, 0.2104, 0.1890, 0.1105, 0.2435",0.7952956259250641
0,virtual machine component,,0.8170901536941528,"0.1959, 0.1433, 0.1626, 0.2491, 0.2491",0.6302196681499481
0,robust argumentation machines,,0.6710015535354614,"0.2355, 0.2197, 0.0622, 0.2413, 0.2413",0.6967558860778809
0,polynomial remainder theorem,,0.5389147996902466,"0.1192, 0.1624, 0.2346, 0.2419, 0.2419",0.9625251814723015
0,biased estimation,,0.6996406316757202,"0.1572, 0.1436, 0.2331, 0.2331, 0.2331",0.8543728590011597
0,floor space,,0.6629034280776978,"0.0671, 0.2374, 0.2318, 0.2318, 0.2318",0.8155344575643539
0,inductive step,,0.5482169389724731,"0.2022, 0.0951, 0.2342, 0.2342, 0.2342",0.8263284415006638
0,protein secondary structure,,0.5337854027748108,"0.1396, 0.1743, 0.2405, 0.2228, 0.2228",0.9061212986707687
0,recursion method bearing,,0.8323080539703369,"0.2407, 0.0396, 0.2350, 0.2423, 0.2423",0.9249330908060074
0,classical economic mechanism design,,0.5788372755050659,"0.2483, 0.2140, 0.1946, 0.0963, 0.2468",0.8071197122335434
0,basic linear algebra,,0.7363051176071167,"0.1100, 0.2181, 0.2052, 0.2333, 0.2333",0.8849012330174446
0,processing points,,0.9565523862838745,"0.0816, 0.1855, 0.2443, 0.2443, 0.2443",0.6378920674324036
0,fielded search,,0.5972505211830139,"0.2093, 0.0476, 0.2477, 0.2477, 0.2477",0.8063960373401642
0,suitable programming language,,0.5081360936164856,"0.1672, 0.1703, 0.1805, 0.2410, 0.2410",0.5272184312343597
0,polynomials indexed,,0.5204493999481201,"0.1751, 0.1280, 0.2323, 0.2323, 0.2323",0.9134575426578522
0,protein binding,,0.6322206258773804,"0.1614, 0.1583, 0.2268, 0.2268, 0.2268",0.9419788159430027
0,sparse lower triangular matrix k,,0.5045913457870483,"0.2210, 0.2390, 0.2466, 0.2237, 0.0696",0.9941022885031998
0,domain method,,0.7102111577987671,"0.2331, 0.0306, 0.2454, 0.2454, 0.2454",0.8144780397415161
0,based binary search tree,,0.8050352931022644,"0.1698, 0.2221, 0.1187, 0.2395, 0.2499",0.714574933052063
0,classify patterns,,0.6983769536018372,"0.0840, 0.1816, 0.2448, 0.2448, 0.2448",0.8505232781171799
0,partitioning design pattern,,0.6047364473342896,"0.2400, 0.1543, 0.1263, 0.2397, 0.2397",0.8170642256736755
0,robin scheduling,,0.5211237668991089,"0.2130, 0.1036, 0.2278, 0.2278, 0.2278",0.8742242753505707
0,balanced binary search tree dynamically,,1.1448897123336792,"0.2375, 0.2213, 0.0937, 0.2345, 0.2129",0.8070789724588394
0,theoretic method,,0.776566743850708,"0.2360, 0.0261, 0.2459, 0.2459, 0.2459",0.8340418934822083
0,bit central processing unit,,0.7468774318695068,"0.1319, 0.2103, 0.1649, 0.2456, 0.2473",0.6856888830661774
0,linguistic theory,,0.6335130929946899,"0.1317, 0.1466, 0.2405, 0.2405, 0.2405",0.7561919987201691
0,data stored,,0.5578144788742065,"0.0933, 0.1644, 0.2474, 0.2474, 0.2474",0.7117286026477814
0,parametric feature,,0.5606916546821594,"0.2371, 0.0659, 0.2323, 0.2323, 0.2323",0.8374179601669312
0,application delivery networks,,0.6658095121383667,"0.1720, 0.1622, 0.1669, 0.2495, 0.2495",0.67051562666893
0,data values,,0.6006649732589722,"0.0663, 0.2024, 0.2438, 0.2438, 0.2438",0.833189457654953
0,squares support,,0.5457758903503418,"0.1360, 0.1815, 0.2275, 0.2275, 0.2275",0.8416031301021576
0,technology intelligence branches,,0.6061364412307739,"0.1104, 0.1616, 0.2318, 0.2481, 0.2481",0.4118322730064392
0,riemann zeta function,,0.8878729343414307,"0.2489, 0.2312, 0.0264, 0.2468, 0.2468",0.9955884264782071
0,rough measure,,0.5525692701339722,"0.0794, 0.2234, 0.2324, 0.2324, 0.2324",0.8079459369182587
0,molecular biology,,0.5458073616027832,"0.2070, 0.0618, 0.2437, 0.2437, 0.2437",0.696788102388382
0,minimum spanning tree problem  mst,,0.8230806589126587,"0.2142, 0.2363, 0.1892, 0.1744, 0.1859",0.8761314004659653
0,size computation,,0.7697769403457642,"0.2483, 0.0913, 0.2202, 0.2202, 0.2202",0.6401002705097198
0,input patterns,,0.8084481954574585,"0.1321, 0.1450, 0.2410, 0.2410, 0.2410",0.8184480369091034
0,yield intelligent behavior,,0.5109987258911133,"0.2413, 0.1896, 0.0813, 0.2439, 0.2439",0.7345687448978424
0,optimal offline algorithm,,0.9619549512863159,"0.1948, 0.1849, 0.1377, 0.2413, 0.2413",0.8739852756261826
0,complex number storage,,0.5488191843032837,"0.2199, 0.1578, 0.1721, 0.2251, 0.2251",0.6543721258640289
0,cmos transistors,,0.6064101457595825,"0.1175, 0.2260, 0.2188, 0.2188, 0.2188",0.7095941603183746
0,cryogenic computing,,0.7494547963142395,"0.2128, 0.0423, 0.2483, 0.2483, 0.2483",0.5753703713417053
0,standard library header,,0.5386719703674316,"0.1734, 0.1784, 0.1825, 0.2328, 0.2328",0.7349949479103088
0,coherent view,,0.6705911755561829,"0.2333, 0.0740, 0.2309, 0.2309, 0.2309",0.7807959318161011
0,dimensional dynamic models,,0.8557341694831848,"0.2491, 0.2348, 0.0254, 0.2453, 0.2453",0.8906541913747787
0,training recursive neural nets,,0.735755205154419,"0.2413, 0.2379, 0.1597, 0.1119, 0.2491",0.7528114020824432
0,convolutional code,,1.2577263116836548,"0.1844, 0.0854, 0.2434, 0.2434, 0.2434",0.8244468569755554
0,typical combinatorial optimization problems,,0.535297155380249,"0.2256, 0.2153, 0.1930, 0.1213, 0.2449",0.8402066081762314
0,finite element method,,0.5274974703788757,"0.2465, 0.2448, 0.0297, 0.2395, 0.2395",0.8630049526691437
0,mathematical framework,,0.5044746994972229,"0.2399, 0.0181, 0.2473, 0.2473, 0.2473",0.7178587019443512
0,step size,,0.5517957806587219,"0.0879, 0.2482, 0.2213, 0.2213, 0.2213",0.8231033682823181
0,run-time algorithm specialization,,0.6354740858078003,"0.2258, 0.1088, 0.1727, 0.2463, 0.2463",0.7283596098423004
0,computer methods,,0.6654244661331177,"0.1795, 0.0797, 0.2469, 0.2469, 0.2469",0.3679395914077759
0,ip address 8,,0.6060128211975098,"0.1881, 0.1527, 0.1707, 0.2443, 0.2443",0.9029484018683434
0,optimized allocation,,0.6266400814056396,"0.1837, 0.1347, 0.2272, 0.2272, 0.2272",0.8450980633497238
0,lightweight application,,0.5327715873718262,"0.2376, 0.0817, 0.2269, 0.2269, 0.2269",0.6608410477638245
0,limited address space,,0.5986409783363342,"0.1426, 0.1573, 0.2387, 0.2307, 0.2307",0.8857195973396301
