IfCS,Phrase,Correct,Probablity,Attention,Distance
0,noam nisan,,0.5577049851417542,"0.2168, 0.2168, 0.2168, 0.1672, 0.1825",0.8355492353439331
0,hierarchical database modelit,,1.0708458423614502,"0.2392, 0.2392, 0.2314, 0.1091, 0.1811",0.7800697535276413
0,set topology,,0.6009601950645447,"0.2251, 0.2251, 0.2251, 0.1296, 0.1950",0.9634668603539467
0,sum signals,,0.5023657083511353,"0.2317, 0.2317, 0.2317, 0.1279, 0.1771",0.8232399374246597
0,intelligence analysis,,0.6282841563224792,"0.2243, 0.2243, 0.2243, 0.2177, 0.1093",0.5776933133602142
0,complex data type,,0.5001969337463379,"0.2436, 0.2436, 0.2180, 0.1116, 0.1833",0.6564565598964691
0,transfer data,,0.8473452925682068,"0.2445, 0.2445, 0.2445, 0.1665, 0.1000",0.751191645860672
0,input audio stream,,0.541824996471405,"0.2288, 0.2288, 0.1930, 0.2230, 0.1263",0.8117165863513947
0,schnhagestrassen algorithm,,0.6173503994941711,"0.2140, 0.2140, 0.2140, 0.2167, 0.1413",0.8309512287378311
0,digital camera,,0.874829888343811,"0.2433, 0.2433, 0.2433, 0.0360, 0.2340",0.8198548555374146
0,order function,,0.7518355846405029,"0.2340, 0.2340, 0.2340, 0.2398, 0.0583",0.8955929577350616
0,parametric feature,,0.7082674503326416,"0.2360, 0.2360, 0.2360, 0.2418, 0.0503",0.8374179601669312
0,mit scheme,,0.6894715428352356,"0.2283, 0.2283, 0.2283, 0.2224, 0.0925",0.8489300757646561
0,node link,,0.5658485293388367,"0.2197, 0.2197, 0.2197, 0.1722, 0.1687",0.9805170968174934
0,parameter tractability,,0.556731641292572,"0.2240, 0.2240, 0.2240, 0.2133, 0.1147",0.8749711960554123
0,simplifying channel equalization,,0.5582905411720276,"0.2310, 0.2310, 0.1722, 0.1905, 0.1754",0.8711825907230377
0,network integration design,,0.545019268989563,"0.2431, 0.2431, 0.1926, 0.1411, 0.1801",0.6927649080753326
0,mnist database groups,,0.5608586668968201,"0.2283, 0.2283, 0.2267, 0.1399, 0.1767",0.8727378100156784
0,bayesian information,,0.8306833505630493,"0.2438, 0.2438, 0.2438, 0.1939, 0.0746",0.7517462968826294
0,evidence toolkit,,0.7507957816123962,"0.2413, 0.2413, 0.2413, 0.1768, 0.0994",0.6518976092338562
0,matlab function symmmd,,0.5724969506263733,"0.2453, 0.2453, 0.2200, 0.1476, 0.1417",0.9086882993578911
0,physical data model,,0.5075625777244568,"0.2074, 0.2074, 0.2452, 0.1586, 0.1813",0.640647292137146
0,floppy disk,,0.585621178150177,"0.2405, 0.2405, 0.2405, 0.1370, 0.1416",0.6776961386203766
0,document pattern,,0.757382333278656,"0.2330, 0.2330, 0.2330, 0.1435, 0.1574",0.8240067660808563
0,numeric computation,,0.6139971613883972,"0.2376, 0.2376, 0.2376, 0.1174, 0.1697",0.6660452783107758
0,convolutional code,,0.8700557351112366,"0.2381, 0.2381, 0.2381, 0.1420, 0.1436",0.8244468569755554
0,search space,,0.5402812361717224,"0.2230, 0.2230, 0.2230, 0.1167, 0.2143",0.7031964361667633
0,computer media,,0.8814191222190857,"0.2420, 0.2420, 0.2420, 0.0589, 0.2150",0.3526938557624817
0,flow diagrams,,0.6617620587348938,"0.2354, 0.2354, 0.2354, 0.1027, 0.1912",0.7459657788276672
0,bayesian svms,,0.8787901401519775,"0.2399, 0.2399, 0.2399, 0.1941, 0.0861",0.8413764238357544
0,theorem  computer science,,0.7736412882804871,"0.2433, 0.1657, 0.2433, 0.1192, 0.2284",0.3522565960884094
0,text retrieval,,0.694075882434845,"0.2250, 0.2250, 0.2250, 0.1635, 0.1615",0.8310850113630295
0,based machine learning,,0.5484115481376648,"0.2465, 0.2465, 0.2028, 0.2046, 0.0996",0.6134112775325775
0,neural networks training,,1.1668660640716553,"0.2437, 0.2437, 0.1417, 0.1584, 0.2125",0.720735490322113
0,process pixel data,,0.548014223575592,"0.2465, 0.2465, 0.2331, 0.2287, 0.0453",0.6871035695075989
0,communication protocol,,0.51780766248703,"0.2112, 0.2112, 0.2112, 0.2167, 0.1498",0.7266082763671875
0,sensor networks,,0.8334689736366272,"0.2336, 0.2336, 0.2336, 0.1681, 0.1312",0.6814642250537872
0,message authentication codesiso,,0.7514798045158386,"0.2402, 0.2402, 0.1912, 0.1326, 0.1957",0.8605632781982422
0,normally distributed,,0.5667032599449158,"0.2362, 0.2362, 0.2362, 0.2258, 0.0655",0.866919532418251
0,modelling software,,0.9022837281227112,"0.2476, 0.2476, 0.2476, 0.2391, 0.0180",0.6022297739982605
0,computerized handling,,0.550231397151947,"0.2383, 0.2383, 0.2383, 0.1642, 0.1209",0.4663454294204712
0,matrix analysis,,0.7343751788139343,"0.2323, 0.2323, 0.2323, 0.2097, 0.0935",0.8522665500640869
0,based learning algorithms,,0.7459712624549866,"0.2468, 0.2468, 0.1904, 0.1246, 0.1914",0.7325437366962433
0,file system,,0.6488410830497742,"0.2327, 0.2327, 0.2327, 0.1051, 0.1967",0.6649742126464844
0,basic linear algebra,,0.5987710356712341,"0.2426, 0.2426, 0.1943, 0.1272, 0.1932",0.8849012330174446
0,software design description,,1.0273122787475586,"0.2447, 0.2447, 0.1095, 0.2081, 0.1931",0.6146649718284607
0,membership inference,,0.5291705131530762,"0.2128, 0.2128, 0.2128, 0.2076, 0.1539",0.8624291270971298
0,oriented decomposition,,0.5330353379249573,"0.2243, 0.2243, 0.2243, 0.1903, 0.1368",0.7428902387619019
0,data differencing,,0.6175532937049866,"0.2373, 0.2373, 0.2373, 0.1086, 0.1795",0.719972550868988
0,reference models,,0.5297889113426208,"0.2197, 0.2197, 0.2197, 0.1931, 0.1478",0.7983689606189728
0,bit central processing unit,,0.5966687798500061,"0.2376, 0.2216, 0.2153, 0.1457, 0.1798",0.6856888830661774
0,representation curve,,0.7672529816627502,"0.2347, 0.2347, 0.2347, 0.2168, 0.0790",0.8712989538908005
0,gap analysis,,0.5840123295783997,"0.2245, 0.2245, 0.2245, 0.1691, 0.1575",0.7578229755163193
0,fuzzy system independently,,0.606185257434845,"0.2353, 0.2353, 0.1822, 0.1607, 0.1864",0.7333740293979645
0,ambient data,,0.6853187680244446,"0.2367, 0.2367, 0.2367, 0.2142, 0.0756",0.7232868373394012
0,matching algorithm,,0.6236953735351562,"0.2372, 0.2372, 0.2372, 0.1315, 0.1570",0.8589198142290115
0,evaluation functions,,0.6518800258636475,"0.2415, 0.2415, 0.2415, 0.2118, 0.0637",0.7877671718597412
0,tolerant networking algorithms,,0.6493163108825684,"0.2383, 0.2383, 0.2059, 0.1468, 0.1706",0.7411148846149445
0,large database,,0.6804712414741516,"0.2266, 0.2266, 0.2266, 0.2110, 0.1091",0.741068422794342
0,shallow semantic parsing,,0.7829689383506775,"0.2342, 0.2342, 0.2387, 0.1242, 0.1687",0.8116467446088791
0,functions measuring,,0.5200597643852234,"0.2233, 0.2233, 0.2233, 0.1384, 0.1917",0.7780387252569199
0,delegated path discovery,,0.575283944606781,"0.2342, 0.2342, 0.2236, 0.2168, 0.0913",0.9196511581540108
0,input patterns,,0.6762059330940247,"0.2190, 0.2190, 0.2190, 0.2081, 0.1348",0.8184480369091034
0,order logics,,0.6089136600494385,"0.2206, 0.2206, 0.2206, 0.2367, 0.1015",0.8161620050668716
0,general kernel,,0.5897184014320374,"0.2265, 0.2265, 0.2265, 0.1632, 0.1574",0.7834626734256744
0,technology mining,,0.6500426530838013,"0.2382, 0.2382, 0.2382, 0.0942, 0.1911",0.555562287569046
0,large deep generative models,,0.5828798413276672,"0.2317, 0.2380, 0.2333, 0.1635, 0.1335",0.7566868960857391
0,amd accelerated processing units,,0.6776037812232971,"0.2237, 0.1734, 0.2305, 0.1551, 0.2173",0.6575777530670166
0,commercial freeware application,,0.6452232003211975,"0.2380, 0.2380, 0.1572, 0.1830, 0.1838",0.6377220153808594
0,random iterates,,0.5512065291404724,"0.2210, 0.2210, 0.2210, 0.1598, 0.1771",0.8310337215662003
0,reference model,,0.5511471629142761,"0.2199, 0.2199, 0.2199, 0.1909, 0.1493",0.7779439091682434
0,data type constrains,,0.5681387782096863,"0.2436, 0.2436, 0.1211, 0.1781, 0.2136",0.7128909528255463
0,affect digital circuits,,0.6252337098121643,"0.2418, 0.2418, 0.2212, 0.0595, 0.2357",0.5363720059394836
0,american standard code,,0.5083686113357544,"0.2250, 0.2250, 0.2148, 0.1851, 0.1501",0.7675221860408783
0,bit mips processors,,0.8742318749427795,"0.2294, 0.2294, 0.1303, 0.2148, 0.1961",0.7362562716007233
0,data stored,,0.9085937142372131,"0.2460, 0.2460, 0.2460, 0.0801, 0.1817",0.7117286026477814
0,decrypt shared ciphertexts,,0.578711211681366,"0.2475, 0.2475, 0.1781, 0.1004, 0.2265",0.9188261851668358
0,digital audio,,0.5464537143707275,"0.2372, 0.2372, 0.2372, 0.0487, 0.2397",0.6931677758693695
0,computational cognitive science,,0.8342697024345398,"0.2377, 0.2377, 0.2104, 0.1102, 0.2041",0.47081637382507324
0,mips computer systems,,0.5776939988136292,"0.2329, 0.2329, 0.2183, 0.1295, 0.1864",0.6337232291698456
0,simplest markov model,,0.7171348929405212,"0.2313, 0.2313, 0.2168, 0.1923, 0.1282",0.816478967666626
0,tech mining,,0.5379602313041687,"0.2239, 0.2239, 0.2239, 0.1567, 0.1715",0.5182087421417236
0,simpler functions,,0.5854132771492004,"0.2343, 0.2343, 0.2343, 0.2106, 0.0865",0.848719909787178
0,output classification,,0.6599917411804199,"0.2226, 0.2226, 0.2226, 0.2187, 0.1136",0.6644095778465271
0,cmos transistors,,0.8083145022392273,"0.2328, 0.2328, 0.2328, 0.1077, 0.1940",0.7095941603183746
0,environmental prediction,,0.518157958984375,"0.2197, 0.2197, 0.2197, 0.1909, 0.1500",0.8318051993846893
0,planar graphbased,,0.7604600787162781,"0.2378, 0.2378, 0.2378, 0.1919, 0.0946",0.7839168906211853
0,conquer algorithm,,0.5315373539924622,"0.2269, 0.2269, 0.2269, 0.1705, 0.1489",0.773462325334549
0,learning method,,0.7736431956291199,"0.2400, 0.2400, 0.2400, 0.1631, 0.1169",0.7103533744812012
0,model transformation language,,0.6336882710456848,"0.2438, 0.2438, 0.2381, 0.1725, 0.1016",0.695602536201477
0,data transfer,,0.732761800289154,"0.2462, 0.2462, 0.2462, 0.0922, 0.1691",0.68413245677948
0,classical statistical databases,,0.6881054043769836,"0.2455, 0.2455, 0.2437, 0.1705, 0.0948",0.6957366466522217
0,probabilistic roadmap methods,,0.8050681948661804,"0.2459, 0.2459, 0.2266, 0.1921, 0.0895",0.8631137758493423
0,systems design,,0.5062784552574158,"0.2327, 0.2327, 0.2327, 0.1949, 0.1069",0.5498804748058319
0,cannot compute,,0.5168634653091431,"0.2187, 0.2187, 0.2187, 0.1948, 0.1491",0.7710176557302475
0,fuzzy logica mathematical system,,0.6788004636764526,"0.2449, 0.2197, 0.2021, 0.1969, 0.1363",0.7614041864871979
0,statically typed languages conform,,0.5056313872337341,"0.2452, 0.2398, 0.1566, 0.1852, 0.1732",0.8265625983476639
0,called dynamic bayesian networks,,0.7715320587158203,"0.2459, 0.1917, 0.2255, 0.1743, 0.1626",0.8098835200071335
0,variable symmetric boolean function,,0.5236312747001648,"0.2453, 0.1652, 0.2410, 0.2082, 0.1404",0.9850078914314508
0,tier erp software,,0.5230898857116699,"0.2467, 0.2467, 0.2384, 0.1613, 0.1068",0.6920666694641113
0,cookie domain,,0.6285795569419861,"0.2363, 0.2363, 0.2363, 0.1415, 0.1498",0.8678683787584305
0,constraint decision model,,0.6507105231285095,"0.2208, 0.2208, 0.2413, 0.2035, 0.1137",0.8489910811185837
0,analog image processing,,0.5486688613891602,"0.2192, 0.2192, 0.2156, 0.2233, 0.1228",0.7058367133140564
0,data values,,0.6262420415878296,"0.2352, 0.2352, 0.2352, 0.1162, 0.1782",0.833189457654953
0,memory location,,0.7745959758758545,"0.2217, 0.2217, 0.2217, 0.1252, 0.2098",0.6551161408424377
0,time markov process,,0.7419945597648621,"0.2341, 0.2341, 0.1943, 0.1936, 0.1440",0.8108991384506226
0,application delivery network,,0.6197382807731628,"0.2471, 0.2471, 0.1848, 0.1144, 0.2067",0.6886994540691376
0,dimensional vectors,,0.5656808018684387,"0.2257, 0.2257, 0.2257, 0.1810, 0.1419",0.9602058567106724
0,proof method,,0.5679707527160645,"0.2338, 0.2338, 0.2338, 0.1835, 0.1150",0.7985685914754868
0,biologically inspired neural networks,,0.6234504580497742,"0.2468, 0.2162, 0.1731, 0.1704, 0.1935",0.6797880530357361
0,rnyi information dimension,,0.543614387512207,"0.2396, 0.2396, 0.1736, 0.1285, 0.2186",0.6993487775325775
0,data processing industry,,0.5855316519737244,"0.2477, 0.2477, 0.1812, 0.1889, 0.1346",0.5234952867031097
0,computer mouse,,1.0203635692596436,"0.2354, 0.2354, 0.2354, 0.0775, 0.2164",0.567329466342926
0,andrey markov,,0.5269820690155029,"0.2189, 0.2189, 0.2189, 0.1669, 0.1764",0.8681992441415787
0,digital empathy,,0.6601582169532776,"0.2411, 0.2411, 0.2411, 0.0514, 0.2253",0.7527811974287033
0,computer methods,,0.8561750650405884,"0.2394, 0.2394, 0.2394, 0.1246, 0.1572",0.3679395914077759
0,content delivery network,,0.5984634757041931,"0.2456, 0.2456, 0.1847, 0.1227, 0.2015",0.7158538401126862
0,evaluate data structures,,0.7221562266349792,"0.2443, 0.2443, 0.2199, 0.0617, 0.2297",0.7621560096740723
0,lazy loading mozilla web dev,,0.5466392636299133,"0.2404, 0.2109, 0.2027, 0.1417, 0.2042",0.8552183210849762
0,analytical hierarchy,,0.5536739230155945,"0.2128, 0.2128, 0.2128, 0.1689, 0.1926",0.6386323273181915
0,speech processing applications,,0.7017889618873596,"0.2423, 0.2423, 0.2487, 0.1956, 0.0711",0.7101928889751434
0,bit mips architecture,,0.8620128035545349,"0.2266, 0.2266, 0.1183, 0.2151, 0.2134",0.7404312789440155
0,structured model,,0.5761776566505432,"0.2221, 0.2221, 0.2221, 0.2009, 0.1328",0.7622456550598145
0,euclidean cubes,,0.5591502785682678,"0.2290, 0.2290, 0.2290, 0.1554, 0.1578",0.8793757185339928
0,classify patterns,,0.5501572489738464,"0.2334, 0.2334, 0.2334, 0.1941, 0.1057",0.8505232781171799
0,phylogenetic trees,,0.6324289441108704,"0.2246, 0.2246, 0.2246, 0.1931, 0.1331",0.8519451916217804
0,practical artificial neural networks,,0.7323153018951416,"0.2483, 0.2064, 0.1809, 0.1637, 0.2007",0.6863290965557098
0,numerical methods,,0.5121654272079468,"0.2326, 0.2326, 0.2326, 0.2226, 0.0796",0.8401533216238022
0,bit microprocessors,,0.6353195309638977,"0.2167, 0.2167, 0.2167, 0.1675, 0.1824",0.6191391050815582
0,based cryptography,,0.577712893486023,"0.2453, 0.2453, 0.2453, 0.1331, 0.1311",0.6589756309986115
0,hardware register,,0.5643031001091003,"0.2343, 0.2343, 0.2343, 0.1424, 0.1548",0.6458643972873688
0,thinking processes,,0.5717558860778809,"0.2292, 0.2292, 0.2292, 0.1621, 0.1502",0.6909483075141907
0,compose network services,,0.5100058913230896,"0.2470, 0.2470, 0.0810, 0.2049, 0.2201",0.7184746265411377
0,global robustness,,0.6245262026786804,"0.2196, 0.2196, 0.2196, 0.1644, 0.1767",0.8536235839128494
0,analytic number theory,,0.6847822070121765,"0.2416, 0.2416, 0.1610, 0.1821, 0.1737",0.825133204460144
0,efficient algorithms,,0.5935161113739014,"0.2216, 0.2216, 0.2216, 0.2043, 0.1309",0.7088494598865509
0,extensible encoding system,,0.6407375931739807,"0.2344, 0.2344, 0.2194, 0.1566, 0.1553",0.7589542120695114
0,fortran basic linear algebra subprograms,,0.5415791273117065,"0.2221, 0.2084, 0.1538, 0.2068, 0.2089",0.8917437195777893
0,deduction efficiently,,0.5916149020195007,"0.2333, 0.2333, 0.2333, 0.1247, 0.1755",0.9704595003277063
0,engine steering software,,0.715321958065033,"0.2433, 0.2433, 0.2105, 0.2036, 0.0992",0.7317319810390472
0,malicious site,,0.5247740149497986,"0.2379, 0.2379, 0.2379, 0.0919, 0.1943",0.7842087000608444
0,combinatorial optimization,,0.6239165663719177,"0.2212, 0.2212, 0.2212, 0.1753, 0.1610",0.7854668200016022
0,index data structure,,0.7388090491294861,"0.2372, 0.2372, 0.2254, 0.0788, 0.2214",0.7693687081336975
0,flow analysis,,0.7691224217414856,"0.2381, 0.2381, 0.2381, 0.1429, 0.1428",0.7856101393699646
0,underlying graph,,0.5482122302055359,"0.2454, 0.2454, 0.2454, 0.0743, 0.1896",0.7798452228307724
0,network environments,,0.5128575563430786,"0.2258, 0.2258, 0.2258, 0.1492, 0.1734",0.7154724299907684
0,data flows,,0.553430438041687,"0.2468, 0.2468, 0.2468, 0.1455, 0.1141",0.7695887982845306
0,black box,,0.5420837998390198,"0.2319, 0.2319, 0.2319, 0.1538, 0.1506",0.8280703127384186
0,math functions,,0.6329886317253113,"0.2385, 0.2385, 0.2385, 0.2074, 0.0770",0.9061705321073532
0,visual correlation,,0.6179453134536743,"0.2435, 0.2435, 0.2435, 0.1596, 0.1100",0.8229676932096481
0,linguistic theory,,0.6030927300453186,"0.2185, 0.2185, 0.2185, 0.1690, 0.1756",0.7561919987201691
0,usa network,,0.5259270071983337,"0.2392, 0.2392, 0.2392, 0.0916, 0.1910",0.7626126706600189
0,fast multiplication algorithms,,0.5131798982620239,"0.2313, 0.2313, 0.2346, 0.1494, 0.1534",0.7867570221424103
0,streaming division,,0.5026189684867859,"0.2181, 0.2181, 0.2181, 0.1120, 0.2337",0.7599178552627563
0,biological computation,,0.5287873148918152,"0.2263, 0.2263, 0.2263, 0.1578, 0.1633",0.5797813832759857
0,objective programming,,0.5783771872520447,"0.2223, 0.2223, 0.2223, 0.1974, 0.1358",0.749024897813797
0,core processor,,0.7587329745292664,"0.2275, 0.2275, 0.2275, 0.1504, 0.1671",0.7111379504203796
0,learning state,,0.5655316710472107,"0.2329, 0.2329, 0.2329, 0.1016, 0.1996",0.700011819601059
0,cambridge quantum computing,,0.7390061616897583,"0.2414, 0.2414, 0.2049, 0.2376, 0.0746",0.5487892031669617
0,rendering realistic 3d computer graphics,,0.6545252203941345,"0.2337, 0.2391, 0.1863, 0.1415, 0.1994",0.66099414229393
0,adaptive methods,,0.6137406229972839,"0.2311, 0.2311, 0.2311, 0.2184, 0.0884",0.8369432538747787
0,interpret svm models,,0.5109948515892029,"0.2400, 0.2400, 0.2273, 0.1936, 0.0992",0.7913050651550293
0,natural neuronal processes,,0.662918746471405,"0.2367, 0.2367, 0.1653, 0.2082, 0.1530",0.7845168858766556
0,computationally intelligent,,0.9066309928894043,"0.2320, 0.2320, 0.2320, 0.1882, 0.1158",0.545166552066803
0,indicator functions,,0.543168842792511,"0.2430, 0.2430, 0.2430, 0.1621, 0.1090",0.8245262056589127
0,amd accelerated processing unit,,0.6302368640899658,"0.2307, 0.1892, 0.2334, 0.1617, 0.1851",0.638426274061203
0,random environment,,0.5497522950172424,"0.2314, 0.2314, 0.2314, 0.2015, 0.1042",0.7997478395700455
0,superconducting computing research,,0.6098726987838745,"0.2443, 0.2443, 0.2405, 0.1113, 0.1596",0.6598595678806305
0,communicate data,,0.6331875920295715,"0.2334, 0.2334, 0.2334, 0.2170, 0.0828",0.6566038727760315
0,computer program trained,,0.7171489596366882,"0.2437, 0.2437, 0.1285, 0.1712, 0.2129",0.38999998569488525
0,nearest neighbors algorithm,,0.5360050201416016,"0.2166, 0.2166, 0.2087, 0.2109, 0.1471",0.884622186422348
0,oriented code,,0.6488870978355408,"0.2269, 0.2269, 0.2269, 0.1768, 0.1424",0.6718741655349731
0,quantum programming environment,,0.5175057649612427,"0.2410, 0.2410, 0.2429, 0.2084, 0.0667",0.6715670526027679
0,thomas algorithm,,0.5151742696762085,"0.2075, 0.2075, 0.2075, 0.2154, 0.1622",0.7086360454559326
0,model transformation,,0.5520527362823486,"0.2358, 0.2358, 0.2358, 0.2192, 0.0735",0.8097094297409058
0,partitioning design pattern,,0.6703042984008789,"0.2369, 0.2369, 0.2029, 0.2010, 0.1222",0.8170642256736755
0,general programming languages,,0.5739513039588928,"0.2387, 0.2387, 0.1829, 0.1804, 0.1592",0.601539820432663
0,cryogenic computing,,0.9439343214035034,"0.2430, 0.2430, 0.2430, 0.2293, 0.0416",0.5753703713417053
0,ordered binary tree,,1.115267038345337,"0.2429, 0.2429, 0.2261, 0.1711, 0.1170",0.7822651863098145
0,inspired computing,,0.5194242000579834,"0.2425, 0.2425, 0.2425, 0.1870, 0.0854",0.40720272064208984
0,metamathematics unit,,0.5225781798362732,"0.2176, 0.2176, 0.2176, 0.1720, 0.1752",0.7458565831184387
0,computational methods,,0.672225296497345,"0.2362, 0.2362, 0.2362, 0.2114, 0.0800",0.6105825901031494
0,polynomial expression,,0.54861980676651,"0.2416, 0.2416, 0.2416, 0.1702, 0.1052",0.8920264765620232
0,random number generators,,0.527698814868927,"0.2325, 0.2325, 0.1703, 0.1796, 0.1851",0.7559070736169815
0,computability theorists,,0.7563018202781677,"0.2413, 0.2413, 0.2413, 0.1537, 0.1224",0.462574303150177
0,software engineeringis,,0.8617660403251648,"0.2455, 0.2455, 0.2455, 0.0639, 0.1996",0.526218444108963
0,clipper architecture,,0.7933401465415955,"0.2267, 0.2267, 0.2267, 0.1004, 0.2195",0.7258337736129761
0,row vector,,0.6430928111076355,"0.2257, 0.2257, 0.2257, 0.1614, 0.1615",0.9189095422625542
0,affects neural processing,,0.6884588599205017,"0.2383, 0.2383, 0.1832, 0.1901, 0.1501",0.7065579891204834
