IfCS,Phrase,Correct,Probablity,Attention,Distance
0,encrypted logical disks,,0.3369378447532654,"0.2449, 0.2449, 0.1618, 0.1806, 0.1677",0.7984116077423096
0,indirect recursion occurs,,0.0,"0.2392, 0.2392, 0.2424, 0.2314, 0.0478",0.9369358420372009
0,phase distinction marks,,0.0,"0.2381, 0.2381, 0.2440, 0.1290, 0.1507",0.9319088608026505
0,257 zilog z8001 microprocessors,,0.0,"0.2288, 0.2184, 0.1624, 0.1751, 0.2154",0.6126642227172852
0,windows open services architecture,,0.16140541434288025,"0.2465, 0.1498, 0.1565, 0.2039, 0.2433",0.6876482367515564
0,proposed targeting,,0.0,"0.2188, 0.2188, 0.2188, 0.1428, 0.2008",0.7997939884662628
0,strictly higher cardinality,,0.0,"0.1526, 0.1526, 0.2152, 0.2389, 0.2408",0.9759674891829491
0,michael collins,,0.0,"0.2053, 0.2053, 0.2053, 0.1649, 0.2193",0.9177346006035805
0,advertising  proceedings,,0.020058657974004745,"0.1969, 0.1969, 0.1919, 0.1969, 0.2173",0.8779337704181671
0,internet protocol addresses available,,0.11594070494174957,"0.2474, 0.0984, 0.2166, 0.2347, 0.2028",0.8193917572498322
0,operations becomes indeterminate,,0.0,"0.2277, 0.2277, 0.2252, 0.1031, 0.2163",0.8991492986679077
0,mathematical systems theory,,0.39183658361434937,"0.2396, 0.2396, 0.2261, 0.1817, 0.1131",0.7199061810970306
0,beyond compare,,0.06736680865287781,"0.2248, 0.2248, 0.2248, 0.2006, 0.1248",0.8395004421472549
0,common industrial robots,,0.0,"0.2379, 0.2379, 0.0685, 0.2182, 0.2376",0.6936319172382355
0,approximated using,,0.0,"0.2456, 0.2456, 0.2456, 0.2209, 0.0423",0.7966115176677704
0,arranged listing,,0.0,"0.2308, 0.2308, 0.2308, 0.0937, 0.2138",0.961315531283617
0,aspect based sentiment analysis,,0.0,"0.2405, 0.2259, 0.1609, 0.1980, 0.1747",0.8555036783218384
0,based sampling,,0.33028632402420044,"0.2321, 0.2321, 0.2321, 0.1755, 0.1282",0.7767143249511719
0,previous section notwithstanding,,0.0,"0.2344, 0.2344, 0.2016, 0.2286, 0.1011",0.9507843144237995
0,remote error indication,,0.22692294418811798,"0.2367, 0.2367, 0.2291, 0.2031, 0.0944",0.9033032804727554
0,communication complexity,,0.18103571236133575,"0.1810, 0.1810, 0.1810, 0.2344, 0.2226",0.7004267573356628
0,seeking algorithm,,0.32458287477493286,"0.2241, 0.2241, 0.2241, 0.1464, 0.1812",0.7536671012639999
0,value network analysis offers,,0.0,"0.2457, 0.2269, 0.2159, 0.2033, 0.1082",0.6576831638813019
0,incomplete training,,0.0,"0.2236, 0.2236, 0.2236, 0.0993, 0.2299",0.8178540617227554
0,locally optimal choice,,0.0,"0.2006, 0.2006, 0.2395, 0.2238, 0.1355",0.9927599271759391
0,obvious ways,,0.0,"0.2187, 0.2187, 0.2187, 0.1577, 0.1863",0.7906835824251175
0,ensemble properties,,0.1956900656223297,"0.2015, 0.2015, 0.2015, 0.2209, 0.1745",0.9525219202041626
0,websites accounted,,0.0,"0.2416, 0.2416, 0.2416, 0.1907, 0.0846",0.7741009294986725
0,two different ways,,0.0,"0.1718, 0.1718, 0.2208, 0.2011, 0.2344",0.8347672075033188
0,formal approach,,0.06811144948005676,"0.1926, 0.1926, 0.1926, 0.2352, 0.1871",0.7939155697822571
0,different complexity classes,,0.049003716558218,"0.1832, 0.1832, 0.1772, 0.2340, 0.2224",0.704293966293335
0,forward portion,,0.07584386318922043,"0.2008, 0.2008, 0.2008, 0.2111, 0.1865",0.9378737471997738
0,dependent plasticity,,0.2803100347518921,"0.2193, 0.2193, 0.2193, 0.1260, 0.2160",0.7648537456989288
0,human presence detection,,0.15398237109184265,"0.2226, 0.2226, 0.2199, 0.1937, 0.1411",0.8012948334217072
0,every solution,,0.0,"0.2240, 0.2240, 0.2240, 0.1544, 0.1736",0.8546372801065445
0,usb speakers,,0.0,"0.1878, 0.1878, 0.1878, 0.1926, 0.2441",0.8928292468190193
0,relevant patterns,,0.11383335292339325,"0.2389, 0.2389, 0.2389, 0.0811, 0.2022",0.8006655275821686
0,seems logical,,0.0,"0.2328, 0.2328, 0.2328, 0.1130, 0.1885",0.8713067024946213
0,rosalind picard,,0.0,"0.2000, 0.2000, 0.2000, 0.1967, 0.2034",0.9893559459596872
0,recursive algorithms tend,,0.0,"0.2440, 0.2440, 0.2413, 0.2156, 0.0551",0.7622164487838745
0,based clustering produces complex models,,0.0,"0.2410, 0.2405, 0.0963, 0.1992, 0.2230",0.7666835784912109
0,based conclusions,,0.14438366889953613,"0.2353, 0.2353, 0.2353, 0.1594, 0.1347",0.8263125568628311
0,automated way,,0.2041676640510559,"0.2363, 0.2363, 0.2363, 0.1514, 0.1398",0.7083376348018646
0,static  pure spatial patterns,,0.2508493959903717,"0.2321, 0.2302, 0.2139, 0.2246, 0.0992",0.9086146205663681
0,others would,,0.0,"0.2141, 0.2141, 0.2141, 0.1721, 0.1856",0.9282053858041763
0,insert fields,,0.0,"0.2323, 0.2323, 0.2323, 0.1000, 0.2032",0.8899363204836845
0,likely possibilities often obtained,,0.0,"0.2404, 0.1994, 0.1946, 0.1791, 0.1866",0.808541789650917
0,several quantum hardware back,,0.0,"0.2315, 0.0789, 0.2395, 0.2225, 0.2276",0.663934201002121
0,tests use,,0.0,"0.2419, 0.2419, 0.2419, 0.2217, 0.0526",0.7181607484817505
0,problems posed,,0.0,"0.2010, 0.2010, 0.2010, 0.1807, 0.2164",0.8310566693544388
0,redundancy provided,,0.0,"0.2429, 0.2429, 0.2429, 0.2056, 0.0655",0.7661392837762833
0,base ten,,0.04201021045446396,"0.2076, 0.2076, 0.2076, 0.2328, 0.1445",0.8490616083145142
0,often confused,,0.0,"0.2105, 0.2105, 0.2105, 0.1456, 0.2228",0.815476581454277
0,clear genotypephenotype distinction,,0.0,"0.2397, 0.2397, 0.2320, 0.1672, 0.1214",0.9465456269681454
0,major problem,,0.0024517495185136795,"0.1998, 0.1998, 0.1998, 0.1953, 0.2052",0.8262631446123123
0,composite pattern describes,,0.0,"0.2419, 0.2419, 0.2185, 0.1942, 0.1036",0.8171502202749252
0,tiziano villa,,0.07912063598632812,"0.2047, 0.2047, 0.2047, 0.2096, 0.1762",0.8950616642832756
0,also called 2,,0.0,"0.2351, 0.2351, 0.0915, 0.1980, 0.2402",0.8490013033151627
0,android epistemology incorporates artificial intelligence,,0.0,"0.2472, 0.2410, 0.0458, 0.2251, 0.2409",0.7507810741662979
0,given matrix,,0.19921045005321503,"0.2405, 0.2405, 0.2405, 0.0587, 0.2199",0.9892283221706748
0,mathematical foundations,,0.0,"0.2291, 0.2291, 0.2291, 0.2119, 0.1009",0.754864975810051
0,account dynamic behaviour,,0.4271295964717865,"0.2255, 0.2255, 0.1347, 0.2057, 0.2086",0.8409937620162964
0,6th dimensions,,0.16169176995754242,"0.1924, 0.1924, 0.1924, 0.2141, 0.2089",0.8933949917554855
0,optimal object,,0.28891244530677795,"0.2142, 0.2142, 0.2142, 0.2156, 0.1419",0.8309784829616547
0,using affective computing technology,,0.013270625844597816,"0.2481, 0.1797, 0.2290, 0.1546, 0.1886",0.4710962176322937
0,study optimal portfolios,,0.0,"0.2159, 0.2159, 0.2094, 0.2162, 0.1426",0.7946123778820038
0,originally named kymatics,,0.0,"0.2293, 0.2293, 0.1877, 0.1210, 0.2328",0.9543563909828663
0,problem refers,,0.0,"0.2298, 0.2298, 0.2298, 0.2181, 0.0926",0.8036713302135468
0,either natively,,0.0,"0.1926, 0.1926, 0.1926, 0.1889, 0.2334",0.9248112961649895
0,size computation,,0.4080650508403778,"0.2087, 0.2087, 0.2087, 0.2271, 0.1469",0.6401002705097198
0,somehow defined,,0.0,"0.2243, 0.2243, 0.2243, 0.1583, 0.1690",0.8557452708482742
0,see characteristic function,,0.19246768951416016,"0.2356, 0.2356, 0.2087, 0.1670, 0.1531",0.8706411570310593
0,also useful,,0.0,"0.2433, 0.2433, 0.2433, 0.1119, 0.1582",0.6192327439785004
0,matrix containing,,0.0,"0.2434, 0.2434, 0.2434, 0.2354, 0.0343",0.9672765024006367
0,proposition holds,,0.005312386900186539,"0.1980, 0.1980, 0.1980, 0.1753, 0.2307",0.9974226749036461
0,rana el kaliouby,,0.0,"0.1944, 0.1944, 0.2134, 0.1665, 0.2313",0.9153896495699883
0,purchasing event tickets,,0.0,"0.1980, 0.1980, 0.1687, 0.2093, 0.2261",0.9525324404239655
0,absolute stability,,0.03835601359605789,"0.1871, 0.1871, 0.1871, 0.2076, 0.2312",0.9354097098112106
0,many applications especially,,0.0,"0.2362, 0.2362, 0.1231, 0.1974, 0.2071",0.4795640707015991
0,specifically convolutional neural networks,,0.16277258098125458,"0.2485, 0.1494, 0.1800, 0.2011, 0.2210",0.7459979951381683
0,andrew yao,,0.0,"0.2308, 0.2308, 0.2308, 0.1314, 0.1763",0.8982518687844276
0,value twice,,0.0,"0.2073, 0.2073, 0.2073, 0.2022, 0.1760",0.9561936929821968
0,dictionary attack tries,,0.0,"0.1858, 0.1858, 0.1691, 0.2393, 0.2201",0.7888001203536987
0,android epistemology,,0.2913084924221039,"0.2050, 0.2050, 0.2050, 0.1918, 0.1931",0.8315030038356781
0,vehicle interface system present,,0.0,"0.2434, 0.1901, 0.2370, 0.2185, 0.1110",0.7308085560798645
0,multiple parties contribute,,0.0,"0.2266, 0.2266, 0.1710, 0.1952, 0.1807",0.9600286483764648
0,david wheeler,,0.2508048415184021,"0.2138, 0.2138, 0.2138, 0.2072, 0.1514",0.9481318555772305
0,investigating solutions,,0.0,"0.2258, 0.2258, 0.2258, 0.1562, 0.1663",0.7388483881950378
0,relevant logic,,0.10794170200824738,"0.2416, 0.2416, 0.2416, 0.0591, 0.2161",0.7352608144283295
0,address pool may,,0.0,"0.2184, 0.2184, 0.2126, 0.2289, 0.1217",0.8922492265701294
0,implement algorithms,,0.2914314568042755,"0.2339, 0.2339, 0.2339, 0.1338, 0.1645",0.7375051975250244
0,much modern controller design,,0.010757822543382645,"0.1960, 0.1744, 0.2240, 0.2096, 0.1960",0.6781536042690277
0,abelian statistics,,0.26120707392692566,"0.2186, 0.2186, 0.2186, 0.2124, 0.1319",0.8372294157743454
0,traditional electroencephalogram,,0.10614287853240967,"0.1953, 0.1953, 0.1953, 0.2101, 0.2038",0.7381907403469086
0,unlike human sensing,,0.0,"0.2285, 0.2285, 0.1306, 0.2268, 0.1857",0.8238356858491898
0,else use dynamic linking,,0.0,"0.2441, 0.1663, 0.1298, 0.2367, 0.2232",0.9640123918652534
0,knowledge engineering wiley,,0.18949568271636963,"0.2434, 0.2434, 0.0858, 0.1952, 0.2323",0.6024586856365204
0,called mean shift,,0.0,"0.2115, 0.2115, 0.2099, 0.1642, 0.2028",0.8926104158163071
0,automatic solutions,,0.25749385356903076,"0.2305, 0.2305, 0.2305, 0.1731, 0.1354",0.8253389894962311
0,division multiplexing,,0.24688956141471863,"0.2072, 0.2072, 0.2072, 0.2216, 0.1567",0.8260119259357452
0,several optional extensions,,0.0,"0.2333, 0.2333, 0.1091, 0.2112, 0.2131",0.92548518627882
0,signal strength input,,0.09001216292381287,"0.1836, 0.1836, 0.1883, 0.2391, 0.2054",0.807510569691658
0,expressing facts,,0.01708216778934002,"0.2090, 0.2090, 0.2090, 0.2226, 0.1504",0.7958081513643265
0,selective restriction,,0.13485971093177795,"0.1779, 0.1779, 0.1779, 0.2296, 0.2366",0.8782345354557037
0,nullable types,,0.11292347311973572,"0.2261, 0.2261, 0.2261, 0.1282, 0.1934",0.8550861775875092
0,level system design,,0.3185670077800751,"0.2244, 0.2244, 0.2428, 0.1922, 0.1163",0.5982612371444702
0,common among,,0.0,"0.2408, 0.2408, 0.2408, 0.1157, 0.1618",0.8143424391746521
0,name rather,,0.0,"0.2207, 0.2207, 0.2207, 0.1332, 0.2047",0.9203474745154381
0,solving partial differential equations,,0.04016173258423805,"0.2476, 0.2297, 0.1773, 0.1342, 0.2112",0.979408385232091
0,fundamental limit,,0.07760116457939148,"0.1794, 0.1794, 0.1794, 0.2277, 0.2340",0.8682166337966919
0,original work,,0.025654803961515427,"0.2113, 0.2113, 0.2113, 0.1701, 0.1960",0.7415921092033386
0,applying amdahl,,0.1056252121925354,"0.2264, 0.2264, 0.2264, 0.1160, 0.2049",0.9732715208083391
0,field saw many optimizations,,0.0,"0.2405, 0.2413, 0.1541, 0.1328, 0.2314",0.819780632853508
0,altered product,,0.0,"0.2399, 0.2399, 0.2399, 0.1668, 0.1135",0.753479853272438
0,counting problems,,0.0,"0.2296, 0.2296, 0.2296, 0.1287, 0.1825",0.8696896135807037
0,lightweight formal methods,,0.06644442677497864,"0.1733, 0.1733, 0.2450, 0.2346, 0.1737",0.7489587664604187
0,called swarm robotics,,0.17912067472934723,"0.2173, 0.2173, 0.1610, 0.2221, 0.1824",0.8158629685640335
0,element matrices,,0.2835734188556671,"0.2110, 0.2110, 0.2110, 0.2144, 0.1526",0.93393824249506
0,unconditionally swapping,,0.23860126733779907,"0.2258, 0.2258, 0.2258, 0.1913, 0.1313",0.9658999107778072
0,puzzles require,,0.0,"0.2308, 0.2308, 0.2308, 0.2038, 0.1040",0.7534122318029404
0,validate input values,,0.0,"0.2346, 0.2346, 0.1229, 0.2093, 0.1985",0.9398306794464588
0,new items,,0.0,"0.2141, 0.2141, 0.2141, 0.1854, 0.1722",0.8185800909996033
0,produce spatiotemporal patterns,,0.18617066740989685,"0.2373, 0.2373, 0.1682, 0.2037, 0.1535",0.8548105955123901
0,logically associated,,0.0,"0.2415, 0.2415, 0.2415, 0.2141, 0.0613",0.8783398270606995
0,different parameters,,0.0,"0.1979, 0.1979, 0.1979, 0.1870, 0.2192",0.9643601551651955
0,software programs involves proving,,0.0,"0.2493, 0.2233, 0.2202, 0.0964, 0.2108",0.5939875841140747
0,order execution,,0.2435595691204071,"0.2110, 0.2110, 0.2110, 0.2345, 0.1324",0.8370382338762283
0,paper gives,,0.0,"0.2395, 0.2395, 0.2395, 0.1774, 0.1042",0.7995749562978745
0,often used interchangeably,,0.0,"0.2421, 0.2421, 0.2196, 0.1034, 0.1928",0.7857124507427216
0,numerical analysis continues,,0.0,"0.2374, 0.2374, 0.2392, 0.1794, 0.1065",0.8062398135662079
0,1 computer graphics system,,0.0,"0.2444, 0.1421, 0.1704, 0.2220, 0.2211",0.39536237716674805
0,3rd generation mobile networks,,0.3533015251159668,"0.2438, 0.1704, 0.1443, 0.2122, 0.2293",0.8442094773054123
0,nearby buttons automatically,,0.12877455353736877,"0.2066, 0.2066, 0.2063, 0.2166, 0.1638",0.8441927134990692
0,typically larger,,0.0,"0.1858, 0.1858, 0.1858, 0.2042, 0.2384",0.8803775012493134
0,mips ii implementations,,0.0,"0.2183, 0.2183, 0.2356, 0.2092, 0.1186",0.8204622268676758
0,conducting materials,,0.05369679257273674,"0.1916, 0.1916, 0.1916, 0.2144, 0.2108",0.7449922561645508
0,total ipv4 address pool contains 4294967296,,0.0,"0.2373, 0.2118, 0.2307, 0.2384, 0.0817",0.9481196142733097
0,major conference,,0.0,"0.1994, 0.1994, 0.1994, 0.1893, 0.2124",0.7338632643222809
0,error correcting codes defined,,0.0,"0.2451, 0.2166, 0.1716, 0.2088, 0.1579",0.9340299367904663
0,main foci,,0.028755754232406616,"0.2310, 0.2310, 0.2310, 0.1801, 0.1269",0.7493893504142761
0,open standard developed,,0.0,"0.2433, 0.2433, 0.2327, 0.2139, 0.0668",0.6638192534446716
0,video game rehabilitation focuses,,0.0,"0.1612, 0.2003, 0.1933, 0.2295, 0.2156",0.7268503308296204
0,value commonly monotonically increasing,,0.0,"0.2223, 0.2347, 0.1234, 0.2143, 0.2053",0.9078684970736504
0,different sigmoid function instead,,0.0,"0.2350, 0.2189, 0.2302, 0.1793, 0.1366",0.9304562658071518
0,perioperative testing,,0.11105135083198547,"0.1997, 0.1997, 0.1997, 0.2361, 0.1649",0.9077282324433327
0,interesting properties,,0.06914296746253967,"0.2058, 0.2058, 0.2058, 0.1606, 0.2221",0.7024830877780914
0,mergeable heap structures,,0.18483424186706543,"0.2449, 0.2449, 0.0600, 0.2079, 0.2423",0.8617969751358032
0,topological zeta functions,,0.18219813704490662,"0.2392, 0.2392, 0.2221, 0.1940, 0.1054",0.9732813909649849
0,floor space,,0.28912585973739624,"0.1942, 0.1942, 0.1942, 0.1976, 0.2197",0.8155344575643539
0,interest rate derivative portfolios,,0.0,"0.2144, 0.2304, 0.2441, 0.1759, 0.1353",0.9883778560906649
0,positively must know,,0.0,"0.2446, 0.2446, 0.2124, 0.1569, 0.1416",0.8613150864839554
0,quantum matter,,0.034955382347106934,"0.1927, 0.1927, 0.1927, 0.2366, 0.1852",0.7973839938640594
0,computational logic 1,,0.14384743571281433,"0.2428, 0.2428, 0.2328, 0.1944, 0.0873",0.6248142719268799
0,free grammar,,0.1438443809747696,"0.2115, 0.2115, 0.2115, 0.1830, 0.1823",0.8253042846918106
0,prabhakar raghavan,,0.09057816863059998,"0.1870, 0.1870, 0.1870, 0.2332, 0.2058",0.925497867166996
0,strict division,,0.04173394292593002,"0.1720, 0.1720, 0.1720, 0.2443, 0.2397",0.8377403914928436
0,called mode,,0.04082731902599335,"0.2122, 0.2122, 0.2122, 0.1408, 0.2226",0.8477360159158707
0,two languages,,0.10380302369594574,"0.1883, 0.1883, 0.1883, 0.2202, 0.2147",0.774640217423439
0,fairly common cause,,0.0,"0.2414, 0.2414, 0.2340, 0.0805, 0.2026",0.9261295273900032
0,allen newell,,0.0,"0.2314, 0.2314, 0.2314, 0.1401, 0.1655",0.9364735782146454
0,dimensional real vector,,0.40855300426483154,"0.2348, 0.2348, 0.2182, 0.1791, 0.1330",0.913958877325058
0,conditional dependencies via,,0.0,"0.2483, 0.2483, 0.1978, 0.1108, 0.1946",0.8876779302954674
0,effectively rediscovered,,0.0,"0.2331, 0.2331, 0.2331, 0.1805, 0.1203",0.8334055840969086
0,long beach 2008,,0.0,"0.2079, 0.2079, 0.1890, 0.1962, 0.1989",0.8911602795124054
0,often best understood,,0.0,"0.2082, 0.2082, 0.1722, 0.2011, 0.2104",0.8224169611930847
0,method first proposed,,0.0,"0.2441, 0.2441, 0.2365, 0.2000, 0.0753",0.7534363567829132
0,operations using standard dense,,0.0,"0.2429, 0.2389, 0.1036, 0.1976, 0.2171",0.7316535413265228
0,pareto front,,0.1434047669172287,"0.1997, 0.1997, 0.1997, 0.1879, 0.2131",0.8854306638240814
0,simplest form,,0.0627569630742073,"0.2260, 0.2260, 0.2260, 0.2094, 0.1125",0.8090106546878815
0,initially considered,,0.0,"0.2284, 0.2284, 0.2284, 0.2087, 0.1061",0.9080978333950043
0,theorem proving,,0.21789006888866425,"0.2329, 0.2329, 0.2329, 0.1976, 0.1036",0.9207979962229729
0,also software design specification,,0.08974109590053558,"0.2477, 0.1065, 0.1853, 0.2354, 0.2251",0.5600552260875702
0,christoph goller,,0.1494007706642151,"0.2117, 0.2117, 0.2117, 0.2063, 0.1586",0.9778178203850985
0,lens movement,,0.06893374025821686,"0.1793, 0.1793, 0.1793, 0.2186, 0.2436",0.9789556059986353
0,final product,,0.16984176635742188,"0.2394, 0.2394, 0.2394, 0.1926, 0.0892",0.7273973226547241
0,acoustical devices,,0.13021831214427948,"0.1945, 0.1945, 0.1945, 0.2316, 0.1848",0.7924011200666428
0,narrative media,,0.32838454842567444,"0.2104, 0.2104, 0.2104, 0.2048, 0.1640",0.7923838198184967
0,sharp edge,,0.10712003707885742,"0.2109, 0.2109, 0.2109, 0.1577, 0.2097",0.8664639741182327
0,squares support,,0.0,"0.2377, 0.2377, 0.2377, 0.1186, 0.1683",0.8416031301021576
0,continuous values,,0.04359223321080208,"0.2053, 0.2053, 0.2053, 0.1918, 0.1924",0.8932284787297249
0,entangling operations,,0.13764554262161255,"0.2084, 0.2084, 0.2084, 0.2098, 0.1649",0.871242955327034
0,purpose model transformation languages,,0.004799637943506241,"0.2446, 0.2198, 0.2382, 0.1859, 0.1115",0.7322427332401276
0,special dynamic memory allocation libraries,,0.0228775255382061,"0.1290, 0.2273, 0.2077, 0.2273, 0.2087",0.798175036907196
0,iii argue,,0.0,"0.1981, 0.1981, 0.1981, 0.1894, 0.2163",0.9487800858914852
0,repeatedly determine values,,0.0,"0.2143, 0.2143, 0.2217, 0.1607, 0.1891",0.9143897071480751
0,designing many efficient parallel algorithms,,0.0,"0.1806, 0.1099, 0.2336, 0.2373, 0.2387",0.7063108086585999
0,final results,,0.2199508547782898,"0.2262, 0.2262, 0.2262, 0.1691, 0.1523",0.912062257528305
0,like nodes used,,0.0,"0.2441, 0.2441, 0.1834, 0.2387, 0.0897",0.8597261607646942
0,must also,,0.0,"0.2408, 0.2408, 0.2408, 0.1346, 0.1429",0.8392316251993179
0,repeatedly steps forward,,0.0,"0.1842, 0.1842, 0.1890, 0.2367, 0.2058",0.9360028132796288
0,designer make decisions,,0.0,"0.2279, 0.2279, 0.2186, 0.1298, 0.1958",0.8204531520605087
0,mathematical optimization problem including constraints,,0.0,"0.2486, 0.2458, 0.2260, 0.0329, 0.2467",0.9110165387392044
0,based applications,,0.26618292927742004,"0.2425, 0.2425, 0.2425, 0.1259, 0.1467",0.5340993106365204
0,alonzo church,,0.04399359971284866,"0.1816, 0.1816, 0.1816, 0.2150, 0.2403",0.9774527754634619
0,communications security,,0.4863504469394684,"0.2242, 0.2242, 0.2242, 0.1284, 0.1989",0.7029575109481812
0,comparison sort must,,0.0,"0.2414, 0.2414, 0.2432, 0.2372, 0.0367",0.7936502695083618
0,focus group,,0.03494064882397652,"0.1835, 0.1835, 0.1835, 0.2293, 0.2202",0.9296791031956673
0,geometric median minimizes euclidean distances,,0.16670921444892883,"0.2300, 0.2032, 0.2076, 0.1422, 0.2170",0.9801043309271336
0,body signals,,0.13085375726222992,"0.1791, 0.1791, 0.1791, 0.2442, 0.2187",0.9219044148921967
0,julius caesar,,0.0003704950213432312,"0.2318, 0.2318, 0.2318, 0.1249, 0.1798",0.9718341212719679
0,realistic mathematical models,,0.3601948916912079,"0.2173, 0.2173, 0.2410, 0.2053, 0.1192",0.7719544619321823
0,sized entries,,0.0,"0.2176, 0.2176, 0.2176, 0.2306, 0.1167",0.7782475501298904
0,various roles,,0.0,"0.2353, 0.2353, 0.2353, 0.0622, 0.2320",0.8131076842546463
0,simple dynamic array,,0.35514384508132935,"0.2286, 0.2286, 0.2078, 0.1910, 0.1440",0.9601853266358376
0,finite impulse response,,0.07209509611129761,"0.1838, 0.1838, 0.2074, 0.2394, 0.1858",0.8639421612024307
0,abstract ideas,,0.10092180967330933,"0.2152, 0.2152, 0.2152, 0.2092, 0.1451",0.8073612302541733
0,fool innocent users,,0.1829867959022522,"0.2236, 0.2236, 0.1682, 0.1928, 0.1918",0.8310733139514923
0,possible machines,,0.10259602963924408,"0.2270, 0.2270, 0.2270, 0.1229, 0.1960",0.5027583241462708
0,trusted server,,0.0,"0.2385, 0.2385, 0.2385, 0.0834, 0.2011",0.8250777423381805
0,matthew kwan,,0.043650731444358826,"0.2164, 0.2164, 0.2164, 0.1836, 0.1673",0.9029158055782318
0,doctor table,,0.0663757473230362,"0.2238, 0.2238, 0.2238, 0.1207, 0.2078",0.8512075841426849
0,full complexity,,0.22220832109451294,"0.1949, 0.1949, 0.1949, 0.1910, 0.2244",0.687642514705658
0,evolve gracefully,,0.0,"0.2056, 0.2056, 0.2056, 0.1590, 0.2242",0.8990407809615135
0,survey paper,,0.16932746767997742,"0.2312, 0.2312, 0.2312, 0.1625, 0.1439",0.6930111050605774
0,von zuben,,0.17225927114486694,"0.2286, 0.2286, 0.2286, 0.1253, 0.1888",0.8983013108372688
0,dominant use,,0.0,"0.2271, 0.2271, 0.2271, 0.2315, 0.0872",0.8059630990028381
0,topological value,,0.1373990923166275,"0.2002, 0.2002, 0.2002, 0.2267, 0.1727",0.9475834332406521
0,common language infrastructure standards,,0.0,"0.2427, 0.1163, 0.2256, 0.1960, 0.2193",0.6791614890098572
0,mathematical fields,,0.19250771403312683,"0.2274, 0.2274, 0.2274, 0.1930, 0.1248",0.7724593579769135
0,club illico,,0.0,"0.1972, 0.1972, 0.1972, 0.2262, 0.1821",0.965910978615284
0,negative matrix factorizations,,0.11326105892658234,"0.2362, 0.2362, 0.2338, 0.2312, 0.0626",0.9935619933530688
