IfCS,Phrase,Correct,Probablity,Attention,Distance
1,meldable heap,,0.5213798880577087,"0.2333, 0.2333, 0.2333, 0.1389, 0.1612",0.8133729696273804
1,cognitive architecture,,0.8160683512687683,"0.2249, 0.2249, 0.2249, 0.1161, 0.2092",0.5949253439903259
1,empirical eigenfunction decomposition,,0.7173054814338684,"0.2444, 0.2444, 0.1587, 0.2049, 0.1477",0.7993006706237793
1,dynamic compilation,,0.7339900732040405,"0.2391, 0.2391, 0.2391, 0.2080, 0.0747",0.7855334430932999
1,training data,,0.682849645614624,"0.2324, 0.2324, 0.2324, 0.2261, 0.0766",0.6179344654083252
1,maximin model,,0.6642292141914368,"0.2261, 0.2261, 0.2261, 0.1783, 0.1433",0.7748386710882187
1,user interfaces,,0.8309096097946167,"0.2350, 0.2350, 0.2350, 0.0921, 0.2029",0.6921988129615784
1,block cipher,,0.6871190667152405,"0.2221, 0.2221, 0.2221, 0.1902, 0.1435",0.903949998319149
1,compiler optimization,,1.0510032176971436,"0.2368, 0.2368, 0.2368, 0.1067, 0.1830",0.7419476509094238
1,random binary tree,,1.1950023174285889,"0.2451, 0.2451, 0.1793, 0.1840, 0.1465",0.7574417144060135
1,feedback loop,,0.7715102434158325,"0.2226, 0.2226, 0.2226, 0.1962, 0.1360",0.8625084757804871
1,compressed sensing,,0.9367807507514954,"0.2391, 0.2391, 0.2391, 0.1799, 0.1028",0.8315271586179733
1,stochastic version,,0.9017602801322937,"0.2388, 0.2388, 0.2388, 0.2139, 0.0698",0.7587397694587708
1,differentiable neural computers,,0.9435770511627197,"0.2471, 0.2471, 0.1928, 0.1610, 0.1520",0.5031280815601349
1,business analysis,,0.5697253346443176,"0.2327, 0.2327, 0.2327, 0.1535, 0.1485",0.6603339314460754
1,ridge regression,,0.6590555310249329,"0.2309, 0.2309, 0.2309, 0.1834, 0.1240",0.933069258928299
1,code space,,1.0686736106872559,"0.2299, 0.2299, 0.2299, 0.1094, 0.2008",0.8324073255062103
1,normal discriminant analysis,,0.6066198945045471,"0.2351, 0.2351, 0.2347, 0.1568, 0.1383",0.8537212312221527
1,simulated neurons,,0.5510014891624451,"0.2269, 0.2269, 0.2269, 0.2096, 0.1097",0.7434898614883423
1,orthogonal decomposition,,0.7911863923072815,"0.2311, 0.2311, 0.2311, 0.1825, 0.1241",0.9358502775430679
1,design pattern,,0.6273396611213684,"0.2319, 0.2319, 0.2319, 0.1982, 0.1059",0.7093701958656311
1,circulant matrix,,0.6548267602920532,"0.2319, 0.2319, 0.2319, 0.1098, 0.1946",0.9559728689491749
1,layered network architecture,,0.8674730062484741,"0.2359, 0.2359, 0.1418, 0.1576, 0.2288",0.7048912942409515
1,latent semantic analysis,,0.7859306335449219,"0.2401, 0.2401, 0.2078, 0.1615, 0.1505",0.6875696182250977
1,text analysis,,0.6294887661933899,"0.2243, 0.2243, 0.2243, 0.1841, 0.1431",0.6939219832420349
1,implementation language,,0.5735097527503967,"0.2350, 0.2350, 0.2350, 0.1228, 0.1721",0.6731508672237396
1,autonomous processing nodes,,0.8894405961036682,"0.2410, 0.2410, 0.2201, 0.1353, 0.1626",0.6897345781326294
1,directed graph,,0.9297360181808472,"0.2321, 0.2321, 0.2321, 0.1794, 0.1244",0.7661553770303726
1,technology database,,0.8366778492927551,"0.2463, 0.2463, 0.2463, 0.0821, 0.1789",0.4554101228713989
1,order logic,,0.635788083076477,"0.2206, 0.2206, 0.2206, 0.2363, 0.1018",0.8254072368144989
1,graph theory,,1.016179084777832,"0.2350, 0.2350, 0.2350, 0.1156, 0.1793",0.7187803089618683
1,tree contraction,,0.9814512729644775,"0.2309, 0.2309, 0.2309, 0.1121, 0.1952",0.9148218110203743
1,programming languages,,0.8462087512016296,"0.2333, 0.2333, 0.2333, 0.1539, 0.1461",0.6155616343021393
1,dimensional space,,0.6602132320404053,"0.2225, 0.2225, 0.2225, 0.1368, 0.1956",0.9139092266559601
1,concurrent algorithm,,0.8938351273536682,"0.2409, 0.2409, 0.2409, 0.1046, 0.1726",0.8102773427963257
1,deterministic algorithm,,1.0266497135162354,"0.2349, 0.2349, 0.2349, 0.1934, 0.1020",0.7330938279628754
1,artificial neural networks,,1.2611372470855713,"0.2483, 0.2483, 0.1814, 0.1430, 0.1790",0.6891476511955261
1,fuzzy control systems,,0.6534143090248108,"0.2295, 0.2295, 0.2030, 0.2074, 0.1306",0.7839367091655731
1,digital data,,0.8880698084831238,"0.2476, 0.2476, 0.2476, 0.1134, 0.1438",0.5145390033721924
1,directed networks,,0.766778290271759,"0.2275, 0.2275, 0.2275, 0.1733, 0.1443",0.704090416431427
1,polygraphic substitution,,0.5725858807563782,"0.2434, 0.2434, 0.2434, 0.1474, 0.1224",0.7767544239759445
1,ridge functions,,0.6130639910697937,"0.2358, 0.2358, 0.2358, 0.1662, 0.1264",0.9288051575422287
1,intelligent machines,,0.6465428471565247,"0.2285, 0.2285, 0.2285, 0.1659, 0.1486",0.47041934728622437
1,binary search tree algorithm,,1.0541889667510986,"0.2480, 0.2017, 0.1960, 0.1772, 0.1771",0.7622043937444687
1,abstract framework,,0.5199397206306458,"0.2403, 0.2403, 0.2403, 0.2236, 0.0554",0.8188519030809402
1,fuzzy sets,,0.7898915410041809,"0.2257, 0.2257, 0.2257, 0.1625, 0.1604",0.9588692970573902
1,probability distribution,,0.9697012901306152,"0.2327, 0.2327, 0.2327, 0.2261, 0.0757",0.7930191308259964
1,value distribution,,0.6244649887084961,"0.2242, 0.2242, 0.2242, 0.2155, 0.1120",0.8322124034166336
1,probability distributions,,0.9655203223228455,"0.2331, 0.2331, 0.2331, 0.2249, 0.0759",0.8049749284982681
1,statistical computing,,0.8922256231307983,"0.2468, 0.2468, 0.2468, 0.1727, 0.0869",0.5098395645618439
1,data center,,0.7990233302116394,"0.2405, 0.2405, 0.2405, 0.0840, 0.1946",0.645858883857727
1,symbolic-numeric computation,,0.7729367017745972,"0.2391, 0.2391, 0.2391, 0.1253, 0.1575",0.6656303703784943
1,based learning,,0.5420547127723694,"0.2427, 0.2427, 0.2427, 0.1766, 0.0953",0.6836716830730438
1,monte carlo algorithm,,0.7524885535240173,"0.2330, 0.2330, 0.1723, 0.2140, 0.1479",0.7783638089895248
1,humancomputer interfaces,,1.0489392280578613,"0.2387, 0.2387, 0.2387, 0.0958, 0.1880",0.5212525427341461
1,data structure,,1.021226406097412,"0.2388, 0.2388, 0.2388, 0.0588, 0.2248",0.6624204516410828
1,encrypted data,,0.824859082698822,"0.2434, 0.2434, 0.2434, 0.1567, 0.1131",0.8790778666734695
1,application design,,0.8366356492042542,"0.2296, 0.2296, 0.2296, 0.1491, 0.1620",0.617748886346817
1,clipper processors,,0.8775826096534729,"0.2313, 0.2313, 0.2313, 0.1103, 0.1956",0.673807829618454
1,kernel machines,,0.7847718596458435,"0.2314, 0.2314, 0.2314, 0.1676, 0.1381",0.733578622341156
1,unsupervised learning algorithm,,1.0575196743011475,"0.2441, 0.2441, 0.1972, 0.1345, 0.1802",0.7999037355184555
1,adjacency list data structure,,0.543535053730011,"0.2445, 0.2133, 0.1914, 0.1196, 0.2312",0.8217469453811646
1,meta learning,,0.7061060070991516,"0.2392, 0.2392, 0.2392, 0.1969, 0.0856",0.7611471712589264
1,dimensional generalization,,0.5481280088424683,"0.2283, 0.2283, 0.2283, 0.2109, 0.1042",0.8243590891361237
1,bit sequences,,0.507534921169281,"0.2300, 0.2300, 0.2300, 0.2041, 0.1060",0.8487864583730698
1,markov chain monte carlo sampler,,0.5421470403671265,"0.2314, 0.2073, 0.1864, 0.2188, 0.1561",0.7895614355802536
1,quantum data,,0.8877248764038086,"0.2368, 0.2368, 0.2368, 0.2377, 0.0519",0.6962906122207642
1,specification language,,0.7063820958137512,"0.2239, 0.2239, 0.2239, 0.1718, 0.1566",0.681461900472641
1,compression schemes,,0.7640126347541809,"0.2374, 0.2374, 0.2374, 0.2140, 0.0738",0.8247832357883453
1,matrix structures,,0.5311226844787598,"0.2078, 0.2078, 0.2078, 0.1728, 0.2038",0.9225160181522369
1,state machine,,0.570857584476471,"0.2191, 0.2191, 0.2191, 0.2046, 0.1383",0.616494208574295
1,computational cognitive psychology,,0.8313370943069458,"0.2330, 0.2330, 0.2081, 0.1194, 0.2066",0.6060127019882202
1,linear relationships,,0.7047805190086365,"0.2340, 0.2340, 0.2340, 0.0904, 0.2074",0.893699049949646
1,plane sweep algorithm,,0.8278432488441467,"0.2352, 0.2352, 0.2400, 0.1802, 0.1094",0.8420726358890533
1,spectral method,,0.6483249664306641,"0.2378, 0.2378, 0.2378, 0.2165, 0.0702",0.9327636212110519
1,javascript v8 engine,,0.693897545337677,"0.2323, 0.2323, 0.2361, 0.1459, 0.1533",0.7791742384433746
1,hidden layers,,0.5404271483421326,"0.2177, 0.2177, 0.2177, 0.1535, 0.1935",0.8702973574399948
1,linear equality,,0.7079399228096008,"0.2371, 0.2371, 0.2371, 0.1084, 0.1802",0.921931691467762
1,sweep line algorithm,,0.8203105330467224,"0.2373, 0.2373, 0.1682, 0.1863, 0.1709",0.8661180585622787
1,software pipelining,,0.9687520861625671,"0.2441, 0.2441, 0.2441, 0.0318, 0.2359",0.6564265191555023
1,sample space,,0.7875913977622986,"0.2312, 0.2312, 0.2312, 0.1109, 0.1955",0.7812630832195282
1,probabilistic parsing mechanism,,0.8649517893791199,"0.2450, 0.2450, 0.1912, 0.1665, 0.1522",0.7682482600212097
1,parallel algorithm,,0.7834092974662781,"0.2289, 0.2289, 0.2289, 0.1731, 0.1402",0.7384406626224518
1,expression computational intelligence,,0.892713189125061,"0.2396, 0.2396, 0.1556, 0.1819, 0.1835",0.5953657031059265
1,conditional probability distribution,,0.9331896305084229,"0.2391, 0.2391, 0.2136, 0.2224, 0.0858",0.8497893959283829
1,sequence labeling algorithms,,0.6228427886962891,"0.2466, 0.2466, 0.2205, 0.1350, 0.1513",0.8553395420312881
1,vector field,,0.576261579990387,"0.2277, 0.2277, 0.2277, 0.1761, 0.1407",0.9544727094471455
1,object-oriented design,,0.6312385201454163,"0.2240, 0.2240, 0.2240, 0.1900, 0.1380",0.6789301037788391
1,virtual machine,,0.7652190923690796,"0.2437, 0.2437, 0.2437, 0.0761, 0.1928",0.5894338190555573
1,knowledge base,,0.6024543642997742,"0.2409, 0.2409, 0.2409, 0.0401, 0.2372",0.6105843782424927
1,search algorithms,,0.7143669128417969,"0.2314, 0.2314, 0.2314, 0.1684, 0.1375",0.7651630640029907
1,distributed computing environment,,0.6958022713661194,"0.2488, 0.2488, 0.2018, 0.1600, 0.1407",0.6038064956665039
1,bit string,,0.5969210267066956,"0.2283, 0.2283, 0.2283, 0.1497, 0.1653",0.8936329334974289
1,relational database models,,1.0159357786178589,"0.2428, 0.2428, 0.1599, 0.1664, 0.1881",0.7890091985464096
1,logical data model,,0.9918040037155151,"0.2442, 0.2442, 0.2082, 0.1276, 0.1758",0.7416945397853851
1,block lanczos algorithm,,0.6332233548164368,"0.2173, 0.2173, 0.1913, 0.2031, 0.1710",0.8301389515399933
1,computer security,,1.0571624040603638,"0.2432, 0.2432, 0.2432, 0.0512, 0.2194",0.4986443519592285
1,mvc design pattern,,0.8359365463256836,"0.2449, 0.2449, 0.1920, 0.1990, 0.1192",0.7505625784397125
1,prediction model,,1.0293986797332764,"0.2356, 0.2356, 0.2356, 0.2132, 0.0800",0.8106850683689117
1,speech recognition,,1.037017583847046,"0.2274, 0.2274, 0.2274, 0.2485, 0.0691",0.8595774322748184
1,software vulnerabilities,,1.1970312595367432,"0.2477, 0.2477, 0.2477, 0.0556, 0.2012",0.6716825067996979
1,implicit euler method,,0.5057432055473328,"0.2334, 0.2334, 0.2124, 0.2102, 0.1105",0.9642040319740772
1,asymptotic analysis,,0.7482697367668152,"0.2314, 0.2314, 0.2314, 0.1957, 0.1102",0.8516676127910614
1,information system,,0.5211523175239563,"0.2374, 0.2374, 0.2374, 0.1076, 0.1801",0.42776691913604736
1,signal processing,,0.831802487373352,"0.2349, 0.2349, 0.2349, 0.1992, 0.0962",0.6710605025291443
1,pseudorandom number generators,,0.7720075249671936,"0.2412, 0.2412, 0.1416, 0.1878, 0.1881",0.8063062578439713
1,function evaluates,,0.6079927086830139,"0.2345, 0.2345, 0.2345, 0.1636, 0.1329",0.9312770888209343
1,logistic model,,0.7209060788154602,"0.2302, 0.2302, 0.2302, 0.1802, 0.1293",0.8007640838623047
1,logic gate,,0.8511760830879211,"0.2356, 0.2356, 0.2356, 0.1517, 0.1414",0.7434301972389221
1,lexicographic code,,0.9552080035209656,"0.2402, 0.2402, 0.2402, 0.1106, 0.1688",0.7920417934656143
1,sequential linear programming,,1.1349276304244995,"0.2478, 0.2478, 0.2195, 0.1329, 0.1520",0.7648961246013641
1,data streaming algorithms,,1.1074219942092896,"0.2488, 0.2488, 0.0792, 0.1929, 0.2303",0.7556091398000717
1,probabilistic relational model,,0.9341224431991577,"0.2415, 0.2415, 0.1928, 0.1642, 0.1600",0.7836848199367523
1,digital signal processing,,0.899979293346405,"0.2471, 0.2471, 0.1071, 0.2184, 0.1803",0.6302083432674408
1,user virtualization,,0.9458338618278503,"0.2404, 0.2404, 0.2404, 0.1659, 0.1128",0.6384157538414001
1,radial functions,,0.6158708930015564,"0.2384, 0.2384, 0.2384, 0.2132, 0.0715",0.9381391406059265
1,affective computing,,0.7311314940452576,"0.2353, 0.2353, 0.2353, 0.2298, 0.0643",0.5247583091259003
1,stochastic gradient descent,,1.3108631372451782,"0.2425, 0.2425, 0.2315, 0.1675, 0.1160",0.8650411069393158
1,neural networks,,1.4372944831848145,"0.2442, 0.2442, 0.2442, 0.1176, 0.1498",0.655025988817215
1,fuzzy class,,0.7461585998535156,"0.2129, 0.2129, 0.2129, 0.1502, 0.2110",0.8034821152687073
1,case gradient descent,,0.6509390473365784,"0.2311, 0.2311, 0.1894, 0.1889, 0.1596",0.8750094473361969
1,internet routing registry,,0.8306445479393005,"0.2481, 0.2481, 0.0432, 0.2275, 0.2332",0.8287085443735123
1,variational inference,,1.131155252456665,"0.2371, 0.2371, 0.2371, 0.2315, 0.0570",0.8547191470861435
1,data base model,,1.0118865966796875,"0.2401, 0.2401, 0.0771, 0.2367, 0.2060",0.7494252324104309
1,software engineering body,,0.8977605700492859,"0.2449, 0.2449, 0.0505, 0.2111, 0.2487",0.44982725381851196
1,convolutional neural networks,,1.253564715385437,"0.2481, 0.2481, 0.1713, 0.1527, 0.1797",0.781034916639328
1,image processing,,0.771619975566864,"0.2215, 0.2215, 0.2215, 0.2237, 0.1119",0.7625307738780975
1,rational data type,,0.640205442905426,"0.2425, 0.2425, 0.2391, 0.1101, 0.1657",0.6542525589466095
1,topos theory,,0.6067659258842468,"0.2223, 0.2223, 0.2223, 0.1632, 0.1698",0.7153179049491882
1,observation function,,0.7017024755477905,"0.2339, 0.2339, 0.2339, 0.2277, 0.0707",0.7403550446033478
1,natural computation,,0.671360194683075,"0.2329, 0.2329, 0.2329, 0.1574, 0.1439",0.5654555261135101
1,decision network,,0.7738640904426575,"0.2349, 0.2349, 0.2349, 0.1481, 0.1472",0.6775503754615784
1,binary space partitioning,,0.9726256728172302,"0.2401, 0.2401, 0.1126, 0.2102, 0.1971",0.8590690791606903
1,joint density matrix,,0.707625687122345,"0.2203, 0.2203, 0.1468, 0.2211, 0.1915",0.9427706561982632
1,discriminant function analysis,,0.8295929431915283,"0.2441, 0.2441, 0.1935, 0.1690, 0.1493",0.7752524316310883
1,ocaml languages,,0.5448337197303772,"0.2208, 0.2208, 0.2208, 0.1542, 0.1834",0.7901014983654022
1,dynamic array,,0.7106320261955261,"0.2267, 0.2267, 0.2267, 0.1901, 0.1297",0.9607620649039745
1,greedy algorithm,,0.6798263192176819,"0.2214, 0.2214, 0.2214, 0.2093, 0.1267",0.8363716155290604
1,algorithmic complexity theory,,0.815528154373169,"0.2387, 0.2387, 0.2046, 0.2082, 0.1097",0.7372577488422394
1,authentication mechanism,,0.5232027173042297,"0.2373, 0.2373, 0.2373, 0.1017, 0.1864",0.8157490938901901
1,biological data,,0.7146880626678467,"0.2405, 0.2405, 0.2405, 0.1872, 0.0914",0.6737802028656006
1,anderberg algorithms,,0.7600969076156616,"0.2253, 0.2253, 0.2253, 0.1971, 0.1270",0.779961496591568
1,artificial neurons stochastic transfer functions,,0.5589209198951721,"0.2248, 0.2193, 0.2245, 0.1661, 0.1653",0.7841873914003372
1,perl programming,,0.6563844084739685,"0.2334, 0.2334, 0.2334, 0.1448, 0.1552",0.7985773682594299
1,information graphics,,0.6347642540931702,"0.2401, 0.2401, 0.2401, 0.0939, 0.1858",0.5575945377349854
1,dimensional complexity theory,,0.6031284928321838,"0.2305, 0.2305, 0.2108, 0.2110, 0.1172",0.810402438044548
1,standard computer algorithms,,0.8405047655105591,"0.2460, 0.2460, 0.1740, 0.1281, 0.2059",0.4995913505554199
1,virtual world,,0.5411208868026733,"0.2417, 0.2417, 0.2417, 0.0767, 0.1982",0.6465910971164703
1,digital  web pages,,0.8724205493927002,"0.2489, 0.0809, 0.2489, 0.1827, 0.2387",0.6059304177761078
1,complexity theory,,0.500913143157959,"0.2118, 0.2118, 0.2118, 0.2160, 0.1484",0.710585743188858
1,message authentication codes,,0.8479615449905396,"0.2434, 0.2434, 0.1890, 0.1352, 0.1890",0.8888479471206665
1,binary operation,,0.557353138923645,"0.2315, 0.2315, 0.2315, 0.1817, 0.1237",0.7852846384048462
1,computer program source code,,0.6662693619728088,"0.2488, 0.1738, 0.1912, 0.1734, 0.2129",0.4637451767921448
1,program optimization,,0.9173579216003418,"0.2316, 0.2316, 0.2316, 0.1216, 0.1836",0.6612890958786011
1,situ matrix transposition,,0.6035130620002747,"0.2321, 0.2321, 0.1666, 0.1954, 0.1738",0.9784544762223959
1,optimizing compiler,,0.6405362486839294,"0.2374, 0.2374, 0.2374, 0.2175, 0.0702",0.6958943605422974
1,computational systems,,0.521748960018158,"0.2311, 0.2311, 0.2311, 0.2054, 0.1015",0.5226759314537048
1,mobile software agent,,1.037125825881958,"0.2450, 0.2450, 0.2117, 0.0710, 0.2273",0.8221447020769119
1,turing machine,,0.6648240089416504,"0.2304, 0.2304, 0.2304, 0.1752, 0.1335",0.5805822908878326
1,grading sentiment analysis,,0.5887141227722168,"0.2292, 0.2292, 0.2310, 0.2109, 0.0997",0.8379699289798737
1,quantum computing,,0.8741940259933472,"0.2390, 0.2390, 0.2390, 0.2375, 0.0456",0.6013470590114594
1,graph algorithms,,1.1764439344406128,"0.2403, 0.2403, 0.2403, 0.1312, 0.1480",0.7838331609964371
1,character encoding,,0.6487882137298584,"0.2221, 0.2221, 0.2221, 0.1880, 0.1457",0.8739133924245834
1,predictive model,,0.8155718445777893,"0.2368, 0.2368, 0.2368, 0.1769, 0.1128",0.7825815081596375
1,markov chain monte carlo,,0.6713126301765442,"0.2444, 0.2137, 0.1775, 0.1573, 0.2072",0.7770867943763733
1,computing power,,0.9312787055969238,"0.2406, 0.2406, 0.2406, 0.0432, 0.2350",0.43523913621902466
1,loop peeling,,0.5735385417938232,"0.2263, 0.2263, 0.2263, 0.1320, 0.1890",0.9119871184229851
1,stochastic diffusion search,,1.1290980577468872,"0.2442, 0.2442, 0.2199, 0.1680, 0.1238",0.7768457680940628
1,multi-label classification,,0.6309542059898376,"0.2268, 0.2268, 0.2268, 0.2020, 0.1177",0.8379846811294556
1,randomized meldable priority queue,,0.5511700510978699,"0.2288, 0.1981, 0.1839, 0.1973, 0.1919",0.8670157343149185
1,digital circuits,,0.9704598188400269,"0.2443, 0.2443, 0.2443, 0.0351, 0.2321",0.5685949921607971
1,search trees,,0.6519982814788818,"0.2281, 0.2281, 0.2281, 0.1620, 0.1536",0.7808373123407364
1,3d computer graphics,,1.1325905323028564,"0.2463, 0.2463, 0.1897, 0.1239, 0.1938",0.5644524991512299
1,sparse distributed memory,,1.0212867259979248,"0.2448, 0.2448, 0.2400, 0.0739, 0.1964",0.7924982458353043
1,sparse grid,,0.7912643551826477,"0.2328, 0.2328, 0.2328, 0.2325, 0.0692",0.8571809828281403
1,lightweight software,,0.8161652684211731,"0.2333, 0.2333, 0.2333, 0.2421, 0.0581",0.5747280120849609
1,logistic regression,,0.840701162815094,"0.2419, 0.2419, 0.2419, 0.1949, 0.0794",0.8763585463166237
1,probabilistic graphical model,,1.3862533569335938,"0.2459, 0.2459, 0.2079, 0.1637, 0.1367",0.6810436248779297
1,autonomic computing,,1.0630499124526978,"0.2439, 0.2439, 0.2439, 0.2205, 0.0479",0.5620947182178497
1,system matrix,,0.7919419407844543,"0.2321, 0.2321, 0.2321, 0.1483, 0.1552",0.7741265892982483
1,mathematical logic,,0.5916938781738281,"0.2263, 0.2263, 0.2263, 0.1895, 0.1316",0.7839742451906204
1,computer architecture courses,,1.0703988075256348,"0.2409, 0.2409, 0.0713, 0.2300, 0.2169",0.3830590844154358
1,randomizing function,,1.0108284950256348,"0.2401, 0.2401, 0.2401, 0.1866, 0.0932",0.8260356783866882
1,visual objects,,0.5763526558876038,"0.2343, 0.2343, 0.2343, 0.1216, 0.1754",0.6785833537578583
1,distributed artificial intelligence,,0.8680025339126587,"0.2459, 0.2459, 0.1587, 0.1487, 0.2007",0.6574107706546783
1,binary tree,,1.3142403364181519,"0.2401, 0.2401, 0.2401, 0.1634, 0.1164",0.7312394380569458
1,normalized compression distance,,1.0659152269363403,"0.2296, 0.2296, 0.1660, 0.1524, 0.2224",0.9050332903862
1,computer science subfields,,0.8378657698631287,"0.2397, 0.2397, 0.0728, 0.2163, 0.2314",0.29570508003234863
1,software engineer,,1.127732515335083,"0.2455, 0.2455, 0.2455, 0.0423, 0.2213",0.5687660574913025
1,assembly language programmers,,0.9384836554527283,"0.2385, 0.2385, 0.2046, 0.1738, 0.1446",0.5336757898330688
1,online machine learning,,0.6320016980171204,"0.2447, 0.2447, 0.1719, 0.2127, 0.1260",0.5803017914295197
1,image file formats,,0.5659319162368774,"0.2366, 0.2366, 0.1940, 0.1220, 0.2109",0.885007306933403
1,google code,,0.8800806403160095,"0.2337, 0.2337, 0.2337, 0.1311, 0.1678",0.8613620400428772
1,viterbi algorithm,,0.8327736258506775,"0.2285, 0.2285, 0.2285, 0.1867, 0.1278",0.8209624290466309
1,domain method,,0.7247570157051086,"0.2380, 0.2380, 0.2380, 0.1506, 0.1353",0.8144780397415161
1,linear behavior,,0.5023639798164368,"0.2145, 0.2145, 0.2145, 0.1382, 0.2183",0.8255961984395981
1,linear discriminant function,,0.8615912795066833,"0.2475, 0.2475, 0.2009, 0.1686, 0.1355",0.8484081327915192
1,range encoding,,0.5898378491401672,"0.2207, 0.2207, 0.2207, 0.2343, 0.1037",0.867945060133934
1,compressed data,,1.1692544221878052,"0.2446, 0.2446, 0.2446, 0.1868, 0.0794",0.7851910144090652
1,time recurrent neural networks,,0.9247835278511047,"0.2480, 0.2060, 0.1854, 0.1690, 0.1917",0.7483715415000916
1,division algorithm,,0.6148833632469177,"0.2128, 0.2128, 0.2128, 0.2259, 0.1357",0.7862402498722076
1,code points,,0.5497018694877625,"0.2204, 0.2204, 0.2204, 0.1535, 0.1853",0.8185900747776031
1,probabilistic relationships,,0.6474875807762146,"0.2254, 0.2254, 0.2254, 0.1365, 0.1872",0.7967346459627151
1,Log analysis,,0.9703291654586792,"0.2394, 0.2394, 0.2394, 0.1254, 0.1564",0.7025554478168488
1,business rule processing,,0.6097579598426819,"0.2369, 0.2369, 0.2016, 0.2001, 0.1245",0.7616131603717804
1,max-flow min-cut theorem,,0.514474093914032,"0.2274, 0.2274, 0.2139, 0.1833, 0.1479",0.9810319915413857
1,revision control software,,0.7707312107086182,"0.2475, 0.2475, 0.2283, 0.2190, 0.0578",0.7075917422771454
1,distributed algorithms,,1.1340746879577637,"0.2445, 0.2445, 0.2445, 0.1131, 0.1534",0.8020112365484238
1,type inference,,0.7287553548812866,"0.2329, 0.2329, 0.2329, 0.2007, 0.1005",0.7853030562400818
1,computational complexity theory,,0.8029108047485352,"0.2336, 0.2336, 0.2057, 0.2118, 0.1153",0.634421169757843
1,hierarchical database modelit,,1.0708458423614502,"0.2392, 0.2392, 0.2314, 0.1091, 0.1811",0.7800697535276413
1,dimensional vector space model,,0.7063762545585632,"0.2433, 0.2184, 0.1758, 0.1998, 0.1627",0.9165284037590027
1,factory method,,0.6105651259422302,"0.2342, 0.2342, 0.2342, 0.2095, 0.0878",0.6697765290737152
1,programming environments,,0.6713023781776428,"0.2329, 0.2329, 0.2329, 0.1700, 0.1312",0.6206164062023163
1,input error,,0.5663723349571228,"0.2305, 0.2305, 0.2305, 0.1870, 0.1214",0.9868149496614933
1,erp software,,0.8741025328636169,"0.2472, 0.2472, 0.2472, 0.1593, 0.0991",0.6237561702728271
1,multivariate linear regression,,1.36697518825531,"0.2479, 0.2479, 0.2333, 0.1775, 0.0934",0.9940470894798636
1,vector space,,0.8721979260444641,"0.2320, 0.2320, 0.2320, 0.1289, 0.1750",0.9250833168625832
1,linear objective function,,0.6857401728630066,"0.2441, 0.2441, 0.1880, 0.2128, 0.1110",0.9156737625598907
1,logic programming languages,,0.863023579120636,"0.2430, 0.2430, 0.2080, 0.1684, 0.1375",0.6500926613807678
1,numerical optimization,,0.5352425575256348,"0.2173, 0.2173, 0.2173, 0.2015, 0.1466",0.8515121340751648
1,database systems,,0.9763057827949524,"0.2403, 0.2403, 0.2403, 0.1185, 0.1606",0.6553821563720703
1,processing unit,,0.8088114857673645,"0.2270, 0.2270, 0.2270, 0.1413, 0.1779",0.6009846329689026
